Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
18-08-2000,Sparta Rotterdam,Roda JC Kerkrade,2,2,Gelijk
19-08-2000,De Graafschap,PSV,2,0,Gewonnen
19-08-2000,NAC Breda,RKC Waalwijk,0,1,Verloren
19-08-2000,Feyenoord,AZ,2,0,Gewonnen
20-08-2000,RBC Roosendaal,N.E.C.,2,3,Verloren
20-08-2000,FC Groningen,Willem II,1,1,Gelijk
20-08-2000,FC Utrecht,sc Heerenveen,2,0,Gewonnen
20-08-2000,Vitesse,FC Twente,3,1,Gewonnen
22-08-2000,Ajax,Fortuna Sittard,5,0,Gewonnen
23-08-2000,FC Groningen,N.E.C.,4,4,Gelijk
26-08-2000,Willem II,RKC Waalwijk,2,0,Gewonnen
26-08-2000,Fortuna Sittard,sc Heerenveen,0,2,Verloren
26-08-2000,De Graafschap,Roda JC Kerkrade,1,3,Verloren
26-08-2000,NAC Breda,FC Groningen,5,1,Gewonnen
26-08-2000,AZ,RBC Roosendaal,3,0,Gewonnen
27-08-2000,FC Utrecht,PSV,1,3,Verloren
27-08-2000,N.E.C.,Vitesse,4,1,Gewonnen
27-08-2000,Sparta Rotterdam,Ajax,3,0,Gewonnen
27-08-2000,FC Twente,Feyenoord,1,2,Verloren
03-09-2000,RKC Waalwijk,RBC Roosendaal,2,1,Gewonnen
05-09-2000,PSV,Willem II,2,2,Gelijk
06-09-2000,FC Groningen,De Graafschap,1,0,Gewonnen
06-09-2000,FC Twente,sc Heerenveen,2,2,Gelijk
06-09-2000,NAC Breda,Roda JC Kerkrade,1,1,Gelijk
06-09-2000,RKC Waalwijk,AZ,3,0,Gewonnen
06-09-2000,Vitesse,Sparta Rotterdam,5,1,Gewonnen
06-09-2000,Ajax,N.E.C.,0,0,Gelijk
08-09-2000,Fortuna Sittard,PSV,0,3,Verloren
09-09-2000,Ajax,FC Groningen,3,1,Gewonnen
09-09-2000,sc Heerenveen,NAC Breda,2,1,Gewonnen
09-09-2000,Willem II,Vitesse,2,2,Gelijk
09-09-2000,Roda JC Kerkrade,FC Twente,2,2,Gelijk
09-09-2000,De Graafschap,AZ,4,2,Gewonnen
09-09-2000,Feyenoord,RKC Waalwijk,3,1,Gewonnen
10-09-2000,Sparta Rotterdam,RBC Roosendaal,3,5,Verloren
10-09-2000,N.E.C.,FC Utrecht,1,1,Gelijk
13-09-2000,NAC Breda,RBC Roosendaal,2,1,Gewonnen
16-09-2000,NAC Breda,De Graafschap,3,0,Gewonnen
16-09-2000,PSV,Sparta Rotterdam,2,1,Gewonnen
17-09-2000,RBC Roosendaal,FC Groningen,0,2,Verloren
17-09-2000,FC Utrecht,FC Twente,1,2,Verloren
17-09-2000,N.E.C.,Fortuna Sittard,1,1,Gelijk
17-09-2000,Vitesse,RKC Waalwijk,1,0,Gewonnen
17-09-2000,AZ,Ajax,3,2,Gewonnen
22-09-2000,Ajax,RBC Roosendaal,2,0,Gewonnen
23-09-2000,Fortuna Sittard,Vitesse,1,4,Verloren
24-09-2000,FC Groningen,FC Utrecht,1,3,Verloren
24-09-2000,FC Twente,De Graafschap,3,1,Gewonnen
24-09-2000,NAC Breda,Willem II,2,0,Gewonnen
24-09-2000,RKC Waalwijk,N.E.C.,0,0,Gelijk
01-10-2000,Roda JC Kerkrade,AZ,4,2,Gewonnen
01-10-2000,RKC Waalwijk,FC Twente,1,1,Gelijk
01-10-2000,FC Groningen,PSV,0,1,Verloren
01-10-2000,Vitesse,FC Utrecht,2,1,Gewonnen
01-10-2000,Sparta Rotterdam,Willem II,1,2,Verloren
01-10-2000,De Graafschap,Feyenoord,2,3,Verloren
02-10-2000,sc Heerenveen,Ajax,2,2,Gelijk
13-10-2000,AZ,NAC Breda,3,1,Gewonnen
14-10-2000,sc Heerenveen,RKC Waalwijk,1,1,Gelijk
14-10-2000,Willem II,FC Utrecht,6,2,Gewonnen
14-10-2000,Roda JC Kerkrade,FC Groningen,2,0,Gewonnen
14-10-2000,PSV,N.E.C.,0,0,Gelijk
14-10-2000,FC Twente,Fortuna Sittard,1,1,Gelijk
15-10-2000,Vitesse,Ajax,3,2,Gewonnen
15-10-2000,RBC Roosendaal,De Graafschap,2,4,Verloren
15-10-2000,Sparta Rotterdam,Feyenoord,1,4,Verloren
20-10-2000,Ajax,Roda JC Kerkrade,4,2,Gewonnen
21-10-2000,De Graafschap,Willem II,1,1,Gelijk
21-10-2000,FC Twente,Sparta Rotterdam,3,1,Gewonnen
21-10-2000,Feyenoord,sc Heerenveen,2,0,Gewonnen
22-10-2000,FC Groningen,Fortuna Sittard,4,0,Gewonnen
22-10-2000,FC Utrecht,RBC Roosendaal,5,3,Gewonnen
22-10-2000,AZ,Vitesse,0,2,Verloren
27-10-2000,AZ,FC Twente,5,0,Gewonnen
27-10-2000,Fortuna Sittard,NAC Breda,1,2,Verloren
28-10-2000,sc Heerenveen,De Graafschap,1,0,Gewonnen
29-10-2000,PSV,Ajax,1,1,Gelijk
29-10-2000,N.E.C.,Willem II,3,0,Gewonnen
29-10-2000,FC Utrecht,Feyenoord,1,1,Gelijk
29-10-2000,Roda JC Kerkrade,RKC Waalwijk,0,1,Verloren
29-10-2000,Sparta Rotterdam,FC Groningen,2,0,Gewonnen
01-11-2000,PSV,Vitesse,2,0,Gewonnen
01-11-2000,Roda JC Kerkrade,Fortuna Sittard,1,0,Gewonnen
01-11-2000,sc Heerenveen,Sparta Rotterdam,1,1,Gelijk
01-11-2000,N.E.C.,De Graafschap,2,1,Gewonnen
01-11-2000,RKC Waalwijk,FC Utrecht,4,1,Gewonnen
02-11-2000,Feyenoord,RBC Roosendaal,5,1,Gewonnen
04-11-2000,FC Twente,PSV,0,2,Verloren
04-11-2000,NAC Breda,N.E.C.,2,2,Gelijk
05-11-2000,RBC Roosendaal,Fortuna Sittard,3,1,Gewonnen
05-11-2000,Feyenoord,Roda JC Kerkrade,4,2,Gewonnen
05-11-2000,De Graafschap,Vitesse,1,2,Verloren
05-11-2000,FC Groningen,AZ,1,2,Verloren
05-11-2000,FC Utrecht,Sparta Rotterdam,1,1,Gelijk
05-11-2000,Willem II,Ajax,0,1,Verloren
10-11-2000,RBC Roosendaal,Willem II,2,1,Gewonnen
11-11-2000,Fortuna Sittard,RKC Waalwijk,0,0,Gelijk
12-11-2000,Sparta Rotterdam,N.E.C.,0,2,Verloren
12-11-2000,PSV,Feyenoord,1,0,Gewonnen
12-11-2000,Roda JC Kerkrade,sc Heerenveen,3,1,Gewonnen
12-11-2000,Vitesse,FC Groningen,2,2,Gelijk
12-11-2000,FC Twente,NAC Breda,4,0,Gewonnen
12-11-2000,AZ,FC Utrecht,2,1,Gewonnen
12-11-2000,Ajax,De Graafschap,4,1,Gewonnen
17-11-2000,Roda JC Kerkrade,FC Utrecht,2,1,Gewonnen
18-11-2000,Fortuna Sittard,AZ,1,1,Gelijk
18-11-2000,Willem II,FC Twente,2,2,Gelijk
18-11-2000,Vitesse,RBC Roosendaal,2,1,Gewonnen
18-11-2000,sc Heerenveen,PSV,1,4,Verloren
19-11-2000,RKC Waalwijk,De Graafschap,1,0,Gewonnen
19-11-2000,NAC Breda,Ajax,0,3,Verloren
19-11-2000,N.E.C.,Feyenoord,1,3,Verloren
25-11-2000,RBC Roosendaal,Roda JC Kerkrade,0,4,Verloren
25-11-2000,De Graafschap,Fortuna Sittard,5,1,Gewonnen
25-11-2000,AZ,Sparta Rotterdam,1,1,Gelijk
26-11-2000,FC Utrecht,Ajax,2,1,Gewonnen
26-11-2000,N.E.C.,sc Heerenveen,0,0,Gelijk
26-11-2000,PSV,NAC Breda,2,1,Gewonnen
26-11-2000,FC Twente,FC Groningen,3,0,Gewonnen
26-11-2000,Feyenoord,Willem II,1,0,Gewonnen
28-11-2000,Roda JC Kerkrade,Vitesse,2,3,Verloren
29-11-2000,Feyenoord,Sparta Rotterdam,2,1,Gewonnen
29-11-2000,sc Heerenveen,AZ,1,1,Gelijk
29-11-2000,RBC Roosendaal,NAC Breda,0,1,Verloren
30-11-2000,Ajax,RKC Waalwijk,3,0,Gewonnen
01-12-2000,Roda JC Kerkrade,PSV,1,2,Verloren
02-12-2000,Fortuna Sittard,FC Utrecht,0,1,Verloren
02-12-2000,Willem II,AZ,1,1,Gelijk
02-12-2000,Sparta Rotterdam,De Graafschap,2,1,Gewonnen
03-12-2000,N.E.C.,FC Twente,1,0,Gewonnen
03-12-2000,RKC Waalwijk,FC Groningen,0,0,Gelijk
03-12-2000,Ajax,sc Heerenveen,6,2,Gewonnen
09-12-2000,Roda JC Kerkrade,Willem II,0,1,Verloren
09-12-2000,De Graafschap,FC Groningen,0,4,Verloren
09-12-2000,Fortuna Sittard,Sparta Rotterdam,2,1,Gewonnen
09-12-2000,AZ,N.E.C.,0,0,Gelijk
10-12-2000,Feyenoord,Ajax,3,1,Gewonnen
10-12-2000,FC Utrecht,NAC Breda,5,0,Gewonnen
10-12-2000,Vitesse,sc Heerenveen,0,0,Gelijk
12-12-2000,RKC Waalwijk,PSV,1,1,Gelijk
12-12-2000,FC Twente,Roda JC Kerkrade,0,2,Verloren
13-12-2000,Sparta Rotterdam,NAC Breda,1,2,Verloren
13-12-2000,Vitesse,AZ,3,2,Gewonnen
13-12-2000,sc Heerenveen,Willem II,0,1,Verloren
13-12-2000,Fortuna Sittard,Feyenoord,2,4,Verloren
16-12-2000,Willem II,Fortuna Sittard,3,1,Gewonnen
16-12-2000,NAC Breda,Vitesse,1,1,Gelijk
17-12-2000,De Graafschap,FC Utrecht,0,3,Verloren
17-12-2000,FC Groningen,Feyenoord,1,0,Gewonnen
17-12-2000,RBC Roosendaal,sc Heerenveen,0,3,Verloren
17-12-2000,N.E.C.,Roda JC Kerkrade,0,2,Verloren
17-12-2000,AZ,PSV,0,5,Verloren
17-12-2000,RKC Waalwijk,Sparta Rotterdam,2,0,Gewonnen
17-12-2000,Ajax,FC Twente,5,1,Gewonnen
20-12-2000,Willem II,N.E.C.,2,0,Gewonnen
20-12-2000,Feyenoord,Vitesse,2,0,Gewonnen
20-12-2000,FC Utrecht,RKC Waalwijk,2,1,Gewonnen
21-12-2000,PSV,Fortuna Sittard,1,1,Gelijk
21-12-2000,FC Groningen,sc Heerenveen,2,1,Gewonnen
21-12-2000,RBC Roosendaal,FC Twente,2,2,Gelijk
27-01-2001,PSV,RBC Roosendaal,6,0,Gewonnen
28-01-2001,Feyenoord,NAC Breda,2,0,Gewonnen
31-01-2001,Fortuna Sittard,Roda JC Kerkrade,1,0,Gewonnen
31-01-2001,PSV,FC Groningen,3,0,Gewonnen
31-01-2001,Vitesse,NAC Breda,2,4,Verloren
31-01-2001,N.E.C.,RBC Roosendaal,2,3,Verloren
31-01-2001,sc Heerenveen,Feyenoord,1,0,Gewonnen
31-01-2001,Willem II,Sparta Rotterdam,4,1,Gewonnen
01-02-2001,De Graafschap,Ajax,1,3,Verloren
03-02-2001,FC Twente,Willem II,3,1,Gewonnen
03-02-2001,RBC Roosendaal,RKC Waalwijk,0,3,Verloren
04-02-2001,Fortuna Sittard,De Graafschap,0,0,Gelijk
04-02-2001,Vitesse,N.E.C.,2,2,Gelijk
04-02-2001,AZ,Feyenoord,0,3,Verloren
04-02-2001,Sparta Rotterdam,PSV,0,1,Verloren
09-02-2001,De Graafschap,Sparta Rotterdam,2,1,Gewonnen
10-02-2001,PSV,AZ,3,0,Gewonnen
11-02-2001,Ajax,Willem II,1,1,Gelijk
11-02-2001,FC Utrecht,N.E.C.,1,1,Gelijk
11-02-2001,Roda JC Kerkrade,RBC Roosendaal,2,1,Gewonnen
11-02-2001,RKC Waalwijk,Vitesse,3,0,Gewonnen
11-02-2001,Feyenoord,FC Groningen,1,0,Gewonnen
16-02-2001,Fortuna Sittard,Ajax,0,3,Verloren
17-02-2001,RBC Roosendaal,AZ,2,3,Verloren
17-02-2001,sc Heerenveen,Roda JC Kerkrade,0,0,Gelijk
18-02-2001,Sparta Rotterdam,RKC Waalwijk,2,2,Gelijk
18-02-2001,FC Utrecht,De Graafschap,3,1,Gewonnen
18-02-2001,FC Groningen,FC Twente,2,0,Gewonnen
18-02-2001,NAC Breda,PSV,1,2,Verloren
21-02-2001,NAC Breda,FC Twente,0,0,Gelijk
23-02-2001,N.E.C.,Sparta Rotterdam,0,3,Verloren
23-02-2001,Willem II,sc Heerenveen,1,6,Verloren
24-02-2001,FC Twente,Vitesse,2,1,Gewonnen
24-02-2001,RKC Waalwijk,Fortuna Sittard,1,0,Gewonnen
24-02-2001,AZ,Roda JC Kerkrade,2,4,Verloren
25-02-2001,Feyenoord,PSV,1,2,Verloren
25-02-2001,Ajax,FC Utrecht,2,0,Gewonnen
25-02-2001,FC Groningen,NAC Breda,0,0,Gelijk
02-03-2001,RKC Waalwijk,NAC Breda,0,0,Gelijk
02-03-2001,sc Heerenveen,FC Groningen,0,0,Gelijk
03-03-2001,Willem II,De Graafschap,6,0,Gewonnen
03-03-2001,PSV,Roda JC Kerkrade,0,0,Gelijk
04-03-2001,Sparta Rotterdam,FC Twente,5,1,Gewonnen
04-03-2001,Vitesse,Feyenoord,0,0,Gelijk
04-03-2001,FC Utrecht,Fortuna Sittard,1,0,Gewonnen
04-03-2001,N.E.C.,AZ,1,1,Gelijk
04-03-2001,RBC Roosendaal,Ajax,1,3,Verloren
09-03-2001,De Graafschap,sc Heerenveen,0,1,Verloren
09-03-2001,Roda JC Kerkrade,NAC Breda,1,0,Gewonnen
10-03-2001,Fortuna Sittard,RBC Roosendaal,2,1,Gewonnen
10-03-2001,FC Twente,N.E.C.,1,1,Gelijk
10-03-2001,AZ,RKC Waalwijk,1,3,Verloren
11-03-2001,Willem II,Feyenoord,3,1,Gewonnen
11-03-2001,FC Utrecht,Vitesse,0,0,Gelijk
11-03-2001,FC Groningen,Ajax,3,3,Gelijk
16-03-2001,RBC Roosendaal,Vitesse,0,3,Verloren
17-03-2001,Roda JC Kerkrade,De Graafschap,3,1,Gewonnen
17-03-2001,NAC Breda,sc Heerenveen,2,2,Gelijk
17-03-2001,AZ,Fortuna Sittard,0,2,Verloren
18-03-2001,RKC Waalwijk,Willem II,3,2,Gewonnen
18-03-2001,PSV,FC Utrecht,5,1,Gewonnen
18-03-2001,N.E.C.,FC Groningen,1,0,Gewonnen
18-03-2001,Ajax,Sparta Rotterdam,9,0,Gewonnen
18-03-2001,Feyenoord,FC Twente,5,1,Gewonnen
31-03-2001,NAC Breda,Fortuna Sittard,1,0,Gewonnen
31-03-2001,sc Heerenveen,RBC Roosendaal,2,0,Gewonnen
31-03-2001,Willem II,Roda JC Kerkrade,1,1,Gelijk
31-03-2001,PSV,FC Twente,2,1,Gewonnen
31-03-2001,AZ,De Graafschap,0,1,Verloren
01-04-2001,RKC Waalwijk,Feyenoord,2,0,Gewonnen
01-04-2001,Sparta Rotterdam,FC Utrecht,0,1,Verloren
01-04-2001,FC Groningen,Vitesse,0,1,Verloren
01-04-2001,N.E.C.,Ajax,1,0,Gewonnen
06-04-2001,FC Utrecht,AZ,1,0,Gewonnen
07-04-2001,FC Twente,RKC Waalwijk,1,1,Gelijk
07-04-2001,De Graafschap,RBC Roosendaal,2,2,Gelijk
07-04-2001,sc Heerenveen,N.E.C.,5,0,Gewonnen
07-04-2001,Vitesse,Willem II,1,2,Verloren
08-04-2001,Ajax,PSV,0,1,Verloren
08-04-2001,Sparta Rotterdam,Fortuna Sittard,0,2,Verloren
08-04-2001,NAC Breda,Feyenoord,1,0,Gewonnen
08-04-2001,FC Groningen,Roda JC Kerkrade,1,3,Verloren
13-04-2001,Fortuna Sittard,N.E.C.,2,0,Gewonnen
14-04-2001,RBC Roosendaal,Sparta Rotterdam,1,3,Verloren
14-04-2001,RKC Waalwijk,sc Heerenveen,1,1,Gelijk
14-04-2001,AZ,FC Groningen,2,0,Gewonnen
15-04-2001,Feyenoord,De Graafschap,1,2,Verloren
15-04-2001,Vitesse,PSV,0,0,Gelijk
16-04-2001,Willem II,NAC Breda,1,3,Verloren
16-04-2001,Roda JC Kerkrade,Ajax,1,1,Gelijk
16-04-2001,FC Twente,FC Utrecht,0,0,Gelijk
20-04-2001,FC Utrecht,Willem II,1,0,Gewonnen
20-04-2001,PSV,RKC Waalwijk,3,1,Gewonnen
21-04-2001,De Graafschap,FC Twente,4,0,Gewonnen
21-04-2001,Feyenoord,N.E.C.,3,0,Gewonnen
21-04-2001,FC Groningen,RBC Roosendaal,2,0,Gewonnen
21-04-2001,sc Heerenveen,Fortuna Sittard,6,1,Gewonnen
21-04-2001,Roda JC Kerkrade,Sparta Rotterdam,1,0,Gewonnen
21-04-2001,NAC Breda,AZ,0,0,Gelijk
27-04-2001,Ajax,NAC Breda,1,0,Gewonnen
28-04-2001,Fortuna Sittard,FC Groningen,1,1,Gelijk
28-04-2001,Willem II,PSV,1,1,Gelijk
28-04-2001,FC Twente,AZ,1,0,Gewonnen
28-04-2001,Sparta Rotterdam,sc Heerenveen,1,3,Verloren
28-04-2001,Vitesse,De Graafschap,2,1,Gewonnen
29-04-2001,N.E.C.,RKC Waalwijk,5,1,Gewonnen
29-04-2001,RBC Roosendaal,FC Utrecht,1,2,Verloren
29-04-2001,Roda JC Kerkrade,Feyenoord,1,0,Gewonnen
02-05-2001,sc Heerenveen,FC Utrecht,1,2,Verloren
03-05-2001,RKC Waalwijk,Ajax,2,2,Gelijk
05-05-2001,PSV,sc Heerenveen,3,0,Gewonnen
05-05-2001,FC Twente,RBC Roosendaal,4,1,Gewonnen
05-05-2001,Vitesse,Roda JC Kerkrade,1,1,Gelijk
05-05-2001,AZ,Willem II,2,3,Verloren
06-05-2001,De Graafschap,N.E.C.,2,1,Gewonnen
06-05-2001,NAC Breda,FC Utrecht,0,0,Gelijk
06-05-2001,FC Groningen,Sparta Rotterdam,1,1,Gelijk
06-05-2001,Feyenoord,Fortuna Sittard,2,3,Verloren
11-05-2001,Fortuna Sittard,FC Twente,0,2,Verloren
11-05-2001,RBC Roosendaal,PSV,1,2,Verloren
12-05-2001,sc Heerenveen,Vitesse,0,0,Gelijk
12-05-2001,Willem II,FC Groningen,3,0,Gewonnen
12-05-2001,De Graafschap,RKC Waalwijk,0,1,Verloren
13-05-2001,Ajax,Feyenoord,3,4,Verloren
13-05-2001,Sparta Rotterdam,AZ,0,3,Verloren
13-05-2001,N.E.C.,NAC Breda,0,2,Verloren
13-05-2001,FC Utrecht,Roda JC Kerkrade,3,0,Gewonnen
17-05-2001,Ajax,Vitesse,1,2,Verloren
20-05-2001,Willem II,RBC Roosendaal,3,0,Gewonnen
20-05-2001,Vitesse,Fortuna Sittard,3,0,Gewonnen
20-05-2001,Roda JC Kerkrade,N.E.C.,4,1,Gewonnen
20-05-2001,FC Groningen,RKC Waalwijk,1,2,Verloren
20-05-2001,PSV,De Graafschap,3,2,Gewonnen
20-05-2001,Feyenoord,FC Utrecht,2,2,Gelijk
20-05-2001,NAC Breda,Sparta Rotterdam,2,0,Gewonnen
