Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
20-08-1996,Roda JC Kerkrade,Feyenoord,1,1,Gelijk
21-08-1996,AZ,Vitesse,0,2,Verloren
21-08-1996,sc Heerenveen,FC Twente,1,3,Verloren
21-08-1996,Sparta Rotterdam,Fortuna Sittard,0,0,Gelijk
21-08-1996,FC Volendam,De Graafschap,1,1,Gelijk
21-08-1996,FC Groningen,Willem II,0,0,Gelijk
21-08-1996,FC Utrecht,RKC Waalwijk,2,2,Gelijk
21-08-1996,Ajax,NAC Breda,1,0,Gewonnen
22-08-1996,N.E.C.,PSV,1,4,Verloren
24-08-1996,NAC Breda,Sparta Rotterdam,1,0,Gewonnen
24-08-1996,Willem II,Fortuna Sittard,0,1,Verloren
24-08-1996,De Graafschap,RKC Waalwijk,3,2,Gewonnen
24-08-1996,sc Heerenveen,Ajax,2,0,Gewonnen
25-08-1996,Feyenoord,FC Volendam,3,0,Gewonnen
25-08-1996,Vitesse,FC Utrecht,1,0,Gewonnen
25-08-1996,PSV,FC Groningen,4,1,Gewonnen
25-08-1996,FC Twente,Roda JC Kerkrade,1,1,Gelijk
25-08-1996,N.E.C.,AZ,0,0,Gelijk
27-08-1996,Fortuna Sittard,sc Heerenveen,2,4,Verloren
28-08-1996,FC Utrecht,FC Twente,0,0,Gelijk
28-08-1996,Vitesse,Sparta Rotterdam,1,1,Gelijk
28-08-1996,FC Groningen,Roda JC Kerkrade,1,1,Gelijk
28-08-1996,FC Volendam,PSV,1,3,Verloren
28-08-1996,Feyenoord,De Graafschap,2,1,Gewonnen
28-08-1996,Willem II,RKC Waalwijk,1,3,Verloren
28-08-1996,Ajax,AZ,1,0,Gewonnen
29-08-1996,NAC Breda,N.E.C.,1,1,Gelijk
03-09-1996,Fortuna Sittard,Feyenoord,0,2,Verloren
03-09-1996,FC Utrecht,FC Groningen,0,0,Gelijk
03-09-1996,sc Heerenveen,NAC Breda,0,1,Verloren
04-09-1996,De Graafschap,N.E.C.,4,0,Gewonnen
04-09-1996,Roda JC Kerkrade,Ajax,0,0,Gelijk
04-09-1996,Sparta Rotterdam,FC Twente,1,2,Verloren
04-09-1996,AZ,FC Volendam,2,1,Gewonnen
04-09-1996,Willem II,Vitesse,2,1,Gewonnen
05-09-1996,PSV,RKC Waalwijk,4,0,Gewonnen
06-09-1996,FC Groningen,sc Heerenveen,1,5,Verloren
07-09-1996,Roda JC Kerkrade,FC Volendam,3,0,Gewonnen
07-09-1996,AZ,Fortuna Sittard,0,1,Verloren
07-09-1996,Feyenoord,Willem II,4,1,Gewonnen
08-09-1996,PSV,NAC Breda,5,0,Gewonnen
08-09-1996,Sparta Rotterdam,FC Utrecht,3,2,Gewonnen
08-09-1996,FC Twente,De Graafschap,1,0,Gewonnen
08-09-1996,N.E.C.,Ajax,2,0,Gewonnen
13-09-1996,Vitesse,sc Heerenveen,1,1,Gelijk
14-09-1996,NAC Breda,AZ,1,0,Gewonnen
14-09-1996,Fortuna Sittard,FC Utrecht,1,3,Verloren
15-09-1996,De Graafschap,PSV,2,1,Gewonnen
15-09-1996,FC Twente,Feyenoord,0,1,Verloren
15-09-1996,FC Groningen,N.E.C.,2,4,Verloren
15-09-1996,Ajax,Sparta Rotterdam,2,0,Gewonnen
15-09-1996,FC Volendam,Willem II,2,1,Gewonnen
15-09-1996,RKC Waalwijk,Roda JC Kerkrade,0,2,Verloren
20-09-1996,sc Heerenveen,N.E.C.,1,1,Gelijk
21-09-1996,Willem II,FC Twente,1,2,Verloren
21-09-1996,Sparta Rotterdam,Feyenoord,0,1,Verloren
21-09-1996,Fortuna Sittard,FC Volendam,1,1,Gelijk
21-09-1996,PSV,Vitesse,0,0,Gelijk
21-09-1996,NAC Breda,Roda JC Kerkrade,0,1,Verloren
22-09-1996,AZ,FC Utrecht,3,1,Gewonnen
22-09-1996,Ajax,De Graafschap,1,1,Gelijk
22-09-1996,FC Groningen,RKC Waalwijk,1,2,Verloren
26-09-1996,RKC Waalwijk,Vitesse,0,1,Verloren
28-09-1996,De Graafschap,Willem II,2,2,Gelijk
28-09-1996,Roda JC Kerkrade,Fortuna Sittard,0,1,Verloren
29-09-1996,Sparta Rotterdam,N.E.C.,1,0,Gewonnen
29-09-1996,Vitesse,Feyenoord,4,2,Gewonnen
29-09-1996,FC Groningen,AZ,1,0,Gewonnen
29-09-1996,FC Twente,Ajax,1,1,Gelijk
29-09-1996,RKC Waalwijk,NAC Breda,1,2,Verloren
29-09-1996,FC Volendam,sc Heerenveen,2,2,Gelijk
29-09-1996,FC Utrecht,PSV,2,2,Gelijk
08-10-1996,Fortuna Sittard,De Graafschap,0,3,Verloren
08-10-1996,PSV,FC Twente,2,0,Gewonnen
09-10-1996,Vitesse,Roda JC Kerkrade,1,2,Verloren
09-10-1996,N.E.C.,sc Heerenveen,1,1,Gelijk
09-10-1996,RKC Waalwijk,FC Volendam,0,0,Gelijk
09-10-1996,NAC Breda,FC Utrecht,3,3,Gelijk
09-10-1996,AZ,Sparta Rotterdam,1,2,Verloren
09-10-1996,Feyenoord,FC Groningen,3,1,Gewonnen
09-10-1996,Ajax,Willem II,3,0,Gewonnen
11-10-1996,Fortuna Sittard,PSV,1,1,Gelijk
12-10-1996,Roda JC Kerkrade,AZ,0,2,Verloren
12-10-1996,sc Heerenveen,Sparta Rotterdam,0,0,Gelijk
12-10-1996,Willem II,FC Groningen,3,1,Gewonnen
12-10-1996,NAC Breda,FC Twente,1,2,Verloren
12-10-1996,RKC Waalwijk,Feyenoord,1,1,Gelijk
13-10-1996,De Graafschap,Vitesse,2,1,Gewonnen
13-10-1996,FC Volendam,N.E.C.,1,0,Gewonnen
13-10-1996,FC Utrecht,Ajax,1,1,Gelijk
18-10-1996,N.E.C.,FC Utrecht,2,2,Gelijk
19-10-1996,AZ,De Graafschap,2,3,Verloren
19-10-1996,Willem II,sc Heerenveen,2,2,Gelijk
20-10-1996,FC Twente,RKC Waalwijk,3,0,Gewonnen
20-10-1996,FC Groningen,Fortuna Sittard,2,0,Gewonnen
20-10-1996,Ajax,FC Volendam,1,1,Gelijk
20-10-1996,Sparta Rotterdam,Roda JC Kerkrade,4,0,Gewonnen
20-10-1996,Vitesse,NAC Breda,3,0,Gewonnen
20-10-1996,PSV,Feyenoord,7,2,Gewonnen
22-10-1996,FC Utrecht,Willem II,0,0,Gelijk
23-10-1996,Roda JC Kerkrade,Vitesse,1,1,Gelijk
23-10-1996,NAC Breda,FC Groningen,1,1,Gelijk
23-10-1996,N.E.C.,Fortuna Sittard,1,1,Gelijk
23-10-1996,Sparta Rotterdam,FC Volendam,0,3,Verloren
23-10-1996,Feyenoord,AZ,1,0,Gewonnen
23-10-1996,sc Heerenveen,PSV,0,1,Verloren
24-10-1996,Ajax,RKC Waalwijk,2,0,Gewonnen
26-10-1996,PSV,Roda JC Kerkrade,8,0,Gewonnen
26-10-1996,De Graafschap,Fortuna Sittard,2,0,Gewonnen
26-10-1996,Feyenoord,FC Utrecht,2,1,Gewonnen
27-10-1996,FC Volendam,FC Groningen,2,2,Gelijk
27-10-1996,FC Twente,Sparta Rotterdam,0,2,Verloren
27-10-1996,RKC Waalwijk,sc Heerenveen,0,3,Verloren
27-10-1996,Willem II,NAC Breda,2,0,Gewonnen
27-10-1996,Vitesse,Ajax,1,4,Verloren
27-10-1996,AZ,N.E.C.,2,2,Gelijk
01-11-1996,Fortuna Sittard,Vitesse,1,5,Verloren
02-11-1996,Roda JC Kerkrade,De Graafschap,3,0,Gewonnen
02-11-1996,AZ,sc Heerenveen,0,2,Verloren
02-11-1996,N.E.C.,Sparta Rotterdam,3,2,Gewonnen
03-11-1996,Willem II,Ajax,0,1,Verloren
