Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
29-08-2008,Vitesse,FC Groningen,0,4,Verloren
30-08-2008,FC Utrecht,PSV,1,5,Verloren
30-08-2008,Willem II,Ajax,2,1,Gewonnen
30-08-2008,Roda JC Kerkrade,FC Twente,1,1,Gelijk
30-08-2008,N.E.C.,De Graafschap,2,0,Gewonnen
31-08-2008,Heracles Almelo,Feyenoord,3,1,Gewonnen
31-08-2008,Sparta Rotterdam,ADO Den Haag,2,5,Verloren
31-08-2008,FC Volendam,sc Heerenveen,2,3,Verloren
31-08-2008,AZ,NAC Breda,1,2,Verloren
12-09-2008,sc Heerenveen,Heracles Almelo,2,2,Gelijk
13-09-2008,PSV,Sparta Rotterdam,1,0,Gewonnen
13-09-2008,ADO Den Haag,AZ,3,0,Gewonnen
13-09-2008,FC Twente,N.E.C.,1,1,Gelijk
13-09-2008,Feyenoord,FC Volendam,5,0,Gewonnen
14-09-2008,De Graafschap,Vitesse,1,0,Gewonnen
14-09-2008,NAC Breda,Willem II,1,3,Verloren
14-09-2008,Ajax,Roda JC Kerkrade,1,0,Gewonnen
14-09-2008,FC Groningen,FC Utrecht,2,0,Gewonnen
19-09-2008,FC Utrecht,Willem II,1,0,Gewonnen
20-09-2008,Vitesse,Sparta Rotterdam,1,1,Gelijk
20-09-2008,Heracles Almelo,FC Groningen,1,1,Gelijk
20-09-2008,AZ,PSV,1,0,Gewonnen
21-09-2008,De Graafschap,ADO Den Haag,2,0,Gewonnen
21-09-2008,Feyenoord,Ajax,2,2,Gelijk
21-09-2008,sc Heerenveen,N.E.C.,2,1,Gewonnen
21-09-2008,FC Volendam,FC Twente,1,2,Verloren
21-09-2008,Roda JC Kerkrade,NAC Breda,0,3,Verloren
27-09-2008,NAC Breda,sc Heerenveen,4,2,Gewonnen
27-09-2008,PSV,FC Volendam,1,0,Gewonnen
27-09-2008,FC Twente,De Graafschap,3,0,Gewonnen
27-09-2008,Willem II,AZ,2,5,Verloren
28-09-2008,ADO Den Haag,FC Utrecht,0,0,Gelijk
28-09-2008,N.E.C.,Heracles Almelo,1,1,Gelijk
28-09-2008,Sparta Rotterdam,Roda JC Kerkrade,2,2,Gelijk
28-09-2008,FC Groningen,Feyenoord,3,1,Gewonnen
28-09-2008,Ajax,Vitesse,3,0,Gewonnen
03-10-2008,AZ,Sparta Rotterdam,6,0,Gewonnen
04-10-2008,Vitesse,Willem II,2,2,Gelijk
04-10-2008,PSV,De Graafschap,3,0,Gewonnen
04-10-2008,Heracles Almelo,Roda JC Kerkrade,2,0,Gewonnen
05-10-2008,FC Groningen,ADO Den Haag,3,0,Gewonnen
05-10-2008,FC Volendam,NAC Breda,2,4,Verloren
05-10-2008,FC Utrecht,FC Twente,3,0,Gewonnen
05-10-2008,Feyenoord,N.E.C.,0,2,Verloren
05-10-2008,sc Heerenveen,Ajax,5,2,Gewonnen
17-10-2008,ADO Den Haag,FC Volendam,2,0,Gewonnen
18-10-2008,FC Twente,Heracles Almelo,2,0,Gewonnen
18-10-2008,NAC Breda,PSV,2,1,Gewonnen
18-10-2008,Roda JC Kerkrade,sc Heerenveen,2,2,Gelijk
18-10-2008,Ajax,FC Groningen,1,0,Gewonnen
19-10-2008,N.E.C.,Vitesse,3,1,Gewonnen
19-10-2008,Willem II,Feyenoord,1,0,Gewonnen
19-10-2008,De Graafschap,AZ,0,2,Verloren
19-10-2008,Sparta Rotterdam,FC Utrecht,1,0,Gewonnen
24-10-2008,Heracles Almelo,ADO Den Haag,3,1,Gewonnen
25-10-2008,AZ,FC Volendam,3,0,Gewonnen
25-10-2008,FC Groningen,Sparta Rotterdam,3,0,Gewonnen
25-10-2008,Willem II,De Graafschap,1,1,Gelijk
