Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
15-08-1981,AZ,NAC Breda,4,0,Gewonnen
15-08-1981,MVV Maastricht,FC Twente,3,1,Gewonnen
15-08-1981,PEC Zwolle,De Graafschap,3,1,Gewonnen
15-08-1981,N.E.C.,FC Groningen,2,2,Gelijk
16-08-1981,Feyenoord,ADO Den Haag,2,1,Gewonnen
16-08-1981,HFC Haarlem,Sparta Rotterdam,0,0,Gelijk
16-08-1981,Roda JC Kerkrade,PSV,2,3,Verloren
16-08-1981,Willem II,Ajax,1,7,Verloren
16-08-1981,FC Utrecht,Go Ahead Eagles,2,0,Gewonnen
19-08-1981,FC Twente,PEC Zwolle,2,0,Gewonnen
19-08-1981,Go Ahead Eagles,MVV Maastricht,4,1,Gewonnen
19-08-1981,FC Groningen,HFC Haarlem,1,1,Gelijk
19-08-1981,De Graafschap,Willem II,0,0,Gelijk
19-08-1981,NAC Breda,Roda JC Kerkrade,3,1,Gewonnen
19-08-1981,PSV,FC Utrecht,3,1,Gewonnen
19-08-1981,ADO Den Haag,N.E.C.,0,1,Verloren
19-08-1981,Sparta Rotterdam,AZ,2,2,Gelijk
19-08-1981,Ajax,Feyenoord,1,1,Gelijk
22-08-1981,NAC Breda,HFC Haarlem,2,0,Gewonnen
22-08-1981,PSV,AZ,2,4,Verloren
22-08-1981,ADO Den Haag,Willem II,3,1,Gewonnen
22-08-1981,Go Ahead Eagles,Roda JC Kerkrade,0,0,Gelijk
22-08-1981,De Graafschap,FC Twente,1,6,Verloren
23-08-1981,Ajax,PEC Zwolle,5,1,Gewonnen
23-08-1981,FC Groningen,Feyenoord,2,2,Gelijk
23-08-1981,Sparta Rotterdam,N.E.C.,1,0,Gewonnen
23-08-1981,FC Utrecht,MVV Maastricht,1,0,Gewonnen
26-08-1981,Willem II,FC Groningen,1,1,Gelijk
26-08-1981,MVV Maastricht,De Graafschap,0,2,Verloren
26-08-1981,Roda JC Kerkrade,FC Utrecht,2,1,Gewonnen
26-08-1981,N.E.C.,NAC Breda,1,1,Gelijk
26-08-1981,FC Twente,Ajax,2,1,Gewonnen
26-08-1981,PEC Zwolle,ADO Den Haag,2,2,Gelijk
26-08-1981,HFC Haarlem,PSV,4,3,Gewonnen
26-08-1981,Feyenoord,Sparta Rotterdam,2,4,Verloren
26-08-1981,AZ,Go Ahead Eagles,1,3,Verloren
29-08-1981,FC Utrecht,AZ,1,0,Gewonnen
29-08-1981,PSV,N.E.C.,3,0,Gewonnen
29-08-1981,ADO Den Haag,FC Twente,3,2,Gewonnen
29-08-1981,Go Ahead Eagles,HFC Haarlem,3,1,Gewonnen
29-08-1981,NAC Breda,Feyenoord,0,1,Verloren
30-08-1981,Roda JC Kerkrade,MVV Maastricht,2,2,Gelijk
30-08-1981,Sparta Rotterdam,Willem II,3,1,Gewonnen
30-08-1981,Ajax,De Graafschap,9,1,Gewonnen
30-08-1981,FC Groningen,PEC Zwolle,6,2,Gewonnen
12-09-1981,De Graafschap,ADO Den Haag,1,1,Gelijk
12-09-1981,Feyenoord,PSV,2,4,Verloren
12-09-1981,AZ,Roda JC Kerkrade,4,0,Gewonnen
12-09-1981,MVV Maastricht,Ajax,0,2,Verloren
12-09-1981,PEC Zwolle,Sparta Rotterdam,1,1,Gelijk
12-09-1981,HFC Haarlem,FC Utrecht,2,0,Gewonnen
12-09-1981,N.E.C.,Go Ahead Eagles,1,3,Verloren
12-09-1981,FC Twente,FC Groningen,1,1,Gelijk
13-09-1981,Willem II,NAC Breda,2,1,Gewonnen
19-09-1981,PSV,Willem II,4,0,Gewonnen
19-09-1981,AZ,MVV Maastricht,4,1,Gewonnen
19-09-1981,Go Ahead Eagles,Feyenoord,3,2,Gewonnen
19-09-1981,NAC Breda,PEC Zwolle,4,0,Gewonnen
