Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
21-08-1960,Sparta Rotterdam,NAC Breda,3,1,Gewonnen
21-08-1960,Alkmaar '54,AFC DWS,2,1,Gewonnen
21-08-1960,Ajax,VVV-Venlo,2,0,Gewonnen
21-08-1960,ADO Den Haag,GVAV,0,2,Verloren
21-08-1960,USV Elinkwijk,Rapid JC,0,4,Verloren
21-08-1960,Willem II,MVV Maastricht,2,2,Gelijk
21-08-1960,SC Enschede,DOS,3,2,Gewonnen
21-08-1960,PSV,Feyenoord,4,2,Gewonnen
21-08-1960,Fortuna '54,NOAD,3,2,Gewonnen
28-08-1960,AFC DWS,ADO Den Haag,4,0,Gewonnen
28-08-1960,DOS,Alkmaar '54,2,2,Gelijk
28-08-1960,Feyenoord,Ajax,9,5,Gewonnen
28-08-1960,VVV-Venlo,USV Elinkwijk,5,1,Gewonnen
28-08-1960,GVAV,Sparta Rotterdam,2,2,Gelijk
28-08-1960,Rapid JC,Willem II,4,0,Gewonnen
28-08-1960,NOAD,SC Enschede,1,1,Gelijk
28-08-1960,NAC Breda,PSV,4,2,Gewonnen
28-08-1960,MVV Maastricht,Fortuna '54,3,1,Gewonnen
04-09-1960,Ajax,PSV,0,0,Gelijk
04-09-1960,USV Elinkwijk,Feyenoord,0,3,Verloren
04-09-1960,Sparta Rotterdam,AFC DWS,3,1,Gewonnen
04-09-1960,Alkmaar '54,NOAD,0,0,Gelijk
04-09-1960,Fortuna '54,Rapid JC,2,1,Gewonnen
04-09-1960,SC Enschede,MVV Maastricht,1,0,Gewonnen
04-09-1960,GVAV,NAC Breda,2,1,Gewonnen
04-09-1960,Willem II,VVV-Venlo,2,3,Verloren
11-09-1960,Feyenoord,Willem II,7,1,Gewonnen
11-09-1960,DOS,Sparta Rotterdam,3,5,Verloren
11-09-1960,AFC DWS,GVAV,2,2,Gelijk
11-09-1960,NOAD,ADO Den Haag,3,5,Verloren
11-09-1960,NAC Breda,Ajax,1,3,Verloren
11-09-1960,PSV,USV Elinkwijk,1,0,Gewonnen
11-09-1960,VVV-Venlo,Fortuna '54,0,0,Gelijk
11-09-1960,MVV Maastricht,Alkmaar '54,2,1,Gewonnen
11-09-1960,Rapid JC,SC Enschede,1,2,Verloren
25-09-1960,USV Elinkwijk,Ajax,3,3,Gelijk
25-09-1960,Sparta Rotterdam,NOAD,0,2,Verloren
25-09-1960,Alkmaar '54,Rapid JC,1,1,Gelijk
25-09-1960,AFC DWS,NAC Breda,5,2,Gewonnen
25-09-1960,ADO Den Haag,MVV Maastricht,2,1,Gewonnen
25-09-1960,Fortuna '54,Feyenoord,1,4,Verloren
25-09-1960,SC Enschede,VVV-Venlo,0,1,Verloren
25-09-1960,Willem II,PSV,3,2,Gewonnen
25-09-1960,GVAV,DOS,1,1,Gelijk
09-10-1960,DOS,AFC DWS,1,1,Gelijk
09-10-1960,Ajax,Willem II,6,0,Gewonnen
09-10-1960,Feyenoord,SC Enschede,4,0,Gewonnen
09-10-1960,VVV-Venlo,Alkmaar '54,1,3,Verloren
09-10-1960,NOAD,GVAV,0,2,Verloren
09-10-1960,NAC Breda,USV Elinkwijk,4,1,Gewonnen
09-10-1960,Rapid JC,ADO Den Haag,1,0,Gewonnen
09-10-1960,PSV,Fortuna '54,4,1,Gewonnen
09-10-1960,MVV Maastricht,Sparta Rotterdam,1,0,Gewonnen
16-10-1960,Sparta Rotterdam,Rapid JC,3,1,Gewonnen
16-10-1960,Alkmaar '54,Feyenoord,2,4,Verloren
16-10-1960,ADO Den Haag,VVV-Venlo,0,2,Verloren
16-10-1960,AFC DWS,NOAD,0,0,Gelijk
16-10-1960,DOS,NAC Breda,0,4,Verloren
16-10-1960,SC Enschede,PSV,2,4,Verloren
16-10-1960,Fortuna '54,Ajax,2,3,Verloren
16-10-1960,GVAV,MVV Maastricht,1,0,Gewonnen
16-10-1960,Willem II,USV Elinkwijk,4,1,Gewonnen
23-10-1960,USV Elinkwijk,Fortuna '54,0,0,Gelijk
23-10-1960,Feyenoord,ADO Den Haag,7,1,Gewonnen
23-10-1960,Ajax,SC Enschede,1,1,Gelijk
23-10-1960,VVV-Venlo,Sparta Rotterdam,1,1,Gelijk
23-10-1960,Rapid JC,GVAV,1,0,Gewonnen
23-10-1960,MVV Maastricht,AFC DWS,2,1,Gewonnen
23-10-1960,NAC Breda,Willem II,2,1,Gewonnen
23-10-1960,NOAD,DOS,1,1,Gelijk
23-10-1960,PSV,Alkmaar '54,2,1,Gewonnen
06-11-1960,Alkmaar '54,Ajax,2,0,Gewonnen
06-11-1960,AFC DWS,Rapid JC,0,0,Gelijk
06-11-1960,DOS,MVV Maastricht,3,1,Gewonnen
06-11-1960,Sparta Rotterdam,Feyenoord,1,2,Verloren
