Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
25-08-1957,NOAD,Sparta Rotterdam,0,3,Verloren
25-08-1957,BVV,Rapid JC,2,2,Gelijk
25-08-1957,SC Enschede,PSV,5,4,Gewonnen
25-08-1957,BVC Amsterdam,NAC Breda,3,2,Gewonnen
25-08-1957,Ajax,MVV Maastricht,4,0,Gewonnen
25-08-1957,VVV-Venlo,Blauw-Wit,2,0,Gewonnen
25-08-1957,Feyenoord,DOS,4,4,Gelijk
25-08-1957,USV Elinkwijk,ADO Den Haag,1,4,Verloren
25-08-1957,Fortuna '54,GVAV,1,2,Verloren
01-09-1957,Blauw-Wit,NOAD,1,2,Verloren
01-09-1957,BVV,NAC Breda,1,2,Verloren
01-09-1957,Sparta Rotterdam,Feyenoord,4,2,Gewonnen
01-09-1957,Rapid JC,PSV,3,1,Gewonnen
01-09-1957,GVAV,BVC Amsterdam,2,1,Gewonnen
01-09-1957,SC Enschede,Ajax,0,3,Verloren
01-09-1957,ADO Den Haag,VVV-Venlo,1,0,Gewonnen
01-09-1957,MVV Maastricht,USV Elinkwijk,6,2,Gewonnen
01-09-1957,DOS,Fortuna '54,1,0,Gewonnen
08-09-1957,Ajax,PSV,1,2,Verloren
08-09-1957,Fortuna '54,Sparta Rotterdam,1,3,Verloren
08-09-1957,NOAD,ADO Den Haag,2,3,Verloren
08-09-1957,VVV-Venlo,MVV Maastricht,0,1,Verloren
08-09-1957,NAC Breda,Rapid JC,0,3,Verloren
08-09-1957,Feyenoord,Blauw-Wit,3,1,Gewonnen
08-09-1957,BVC Amsterdam,DOS,0,0,Gelijk
08-09-1957,BVV,GVAV,2,2,Gelijk
08-09-1957,USV Elinkwijk,SC Enschede,1,0,Gewonnen
15-09-1957,MVV Maastricht,NOAD,3,1,Gewonnen
15-09-1957,GVAV,NAC Breda,1,3,Verloren
15-09-1957,SC Enschede,VVV-Venlo,3,0,Gewonnen
15-09-1957,Rapid JC,Ajax,2,1,Gewonnen
15-09-1957,Blauw-Wit,Fortuna '54,3,3,Gelijk
15-09-1957,Sparta Rotterdam,BVC Amsterdam,5,1,Gewonnen
15-09-1957,DOS,BVV,2,1,Gewonnen
15-09-1957,PSV,USV Elinkwijk,1,0,Gewonnen
15-09-1957,ADO Den Haag,Feyenoord,6,3,Gewonnen
22-09-1957,NOAD,SC Enschede,2,6,Verloren
22-09-1957,BVC Amsterdam,Blauw-Wit,1,3,Verloren
22-09-1957,VVV-Venlo,PSV,4,1,Gewonnen
22-09-1957,USV Elinkwijk,Ajax,0,3,Verloren
22-09-1957,GVAV,Rapid JC,2,3,Verloren
22-09-1957,Feyenoord,MVV Maastricht,3,1,Gewonnen
22-09-1957,Fortuna '54,ADO Den Haag,2,1,Gewonnen
22-09-1957,NAC Breda,DOS,4,0,Gewonnen
22-09-1957,BVV,Sparta Rotterdam,6,4,Gewonnen
29-09-1957,Blauw-Wit,BVV,1,2,Verloren
29-09-1957,SC Enschede,Feyenoord,4,2,Gewonnen
29-09-1957,MVV Maastricht,Fortuna '54,1,2,Verloren
29-09-1957,ADO Den Haag,BVC Amsterdam,3,3,Gelijk
29-09-1957,Ajax,VVV-Venlo,2,1,Gewonnen
29-09-1957,Rapid JC,USV Elinkwijk,2,1,Gewonnen
29-09-1957,PSV,NOAD,2,2,Gelijk
29-09-1957,Sparta Rotterdam,NAC Breda,0,1,Verloren
29-09-1957,DOS,GVAV,4,2,Gewonnen
06-10-1957,NOAD,Ajax,1,3,Verloren
06-10-1957,BVV,ADO Den Haag,2,4,Verloren
06-10-1957,BVC Amsterdam,MVV Maastricht,3,2,Gewonnen
06-10-1957,DOS,Rapid JC,3,2,Gewonnen
06-10-1957,NAC Breda,Blauw-Wit,2,5,Verloren
06-10-1957,GVAV,Sparta Rotterdam,4,0,Gewonnen
06-10-1957,Fortuna '54,SC Enschede,0,2,Verloren
06-10-1957,VVV-Venlo,USV Elinkwijk,3,2,Gewonnen
06-10-1957,Feyenoord,PSV,3,2,Gewonnen
13-10-1957,MVV Maastricht,BVV,9,0,Gewonnen
13-10-1957,USV Elinkwijk,NOAD,1,2,Verloren
13-10-1957,SC Enschede,BVC Amsterdam,0,0,Gelijk
13-10-1957,Ajax,Feyenoord,1,2,Verloren
13-10-1957,Rapid JC,VVV-Venlo,2,1,Gewonnen
13-10-1957,Sparta Rotterdam,DOS,1,7,Verloren
