Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
12-08-1987,Ajax,Roda JC Kerkrade,1,0,Gewonnen
14-08-1987,PEC Zwolle,VVV-Venlo,2,0,Gewonnen
15-08-1987,HFC Haarlem,FC Volendam,4,1,Gewonnen
16-08-1987,FC Groningen,Fortuna Sittard,1,2,Verloren
16-08-1987,Sparta Rotterdam,FC Utrecht,6,2,Gewonnen
16-08-1987,AZ,Ajax,1,2,Verloren
16-08-1987,Willem II,Feyenoord,2,3,Verloren
16-08-1987,PSV,FC Den Bosch,6,1,Gewonnen
16-08-1987,FC Dordrecht,FC Twente,4,1,Gewonnen
19-08-1987,FC Den Bosch,Willem II,3,1,Gewonnen
19-08-1987,Fortuna Sittard,AZ,3,0,Gewonnen
19-08-1987,FC Utrecht,FC Dordrecht,2,0,Gewonnen
19-08-1987,FC Volendam,FC Groningen,1,1,Gelijk
19-08-1987,VVV-Venlo,HFC Haarlem,1,3,Verloren
19-08-1987,FC Twente,PSV,2,3,Verloren
19-08-1987,Feyenoord,PEC Zwolle,0,1,Verloren
19-08-1987,ADO Den Haag,Sparta Rotterdam,1,1,Gelijk
22-08-1987,AZ,FC Volendam,1,1,Gelijk
22-08-1987,PEC Zwolle,Willem II,1,4,Verloren
23-08-1987,Sparta Rotterdam,Ajax,2,0,Gewonnen
23-08-1987,PSV,FC Utrecht,9,0,Gewonnen
23-08-1987,FC Dordrecht,ADO Den Haag,0,3,Verloren
23-08-1987,FC Groningen,VVV-Venlo,1,2,Verloren
23-08-1987,HFC Haarlem,Feyenoord,1,2,Verloren
23-08-1987,FC Twente,FC Den Bosch,1,1,Gelijk
26-08-1987,VVV-Venlo,AZ,2,0,Gewonnen
26-08-1987,Willem II,HFC Haarlem,2,2,Gelijk
26-08-1987,FC Utrecht,FC Twente,3,2,Gewonnen
26-08-1987,FC Den Bosch,PEC Zwolle,1,1,Gelijk
26-08-1987,FC Volendam,Roda JC Kerkrade,5,4,Gewonnen
