Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
23-08-1959,Feyenoord,Sparta Rotterdam,0,1,Verloren
23-08-1959,Blauw-Wit,Sittardia,5,2,Gewonnen
23-08-1959,Ajax,NAC Breda,3,0,Gewonnen
23-08-1959,ADO Den Haag,Willem II,3,3,Gelijk
23-08-1959,USV Elinkwijk,MVV Maastricht,2,0,Gewonnen
23-08-1959,FC Volendam,AFC DWS,3,1,Gewonnen
23-08-1959,VVV-Venlo,SC Enschede,3,2,Gewonnen
23-08-1959,Fortuna '54,PSV,0,2,Verloren
23-08-1959,Rapid JC,DOS,0,2,Verloren
30-08-1959,Sparta Rotterdam,VVV-Venlo,6,0,Gewonnen
30-08-1959,DOS,FC Volendam,2,0,Gewonnen
30-08-1959,AFC DWS,ADO Den Haag,2,4,Verloren
30-08-1959,MVV Maastricht,Fortuna '54,0,6,Verloren
30-08-1959,Sittardia,Rapid JC,1,1,Gelijk
30-08-1959,SC Enschede,Blauw-Wit,6,3,Gewonnen
30-08-1959,PSV,Ajax,1,1,Gelijk
30-08-1959,Willem II,USV Elinkwijk,3,1,Gewonnen
30-08-1959,NAC Breda,Feyenoord,0,0,Gelijk
06-09-1959,Sparta Rotterdam,Blauw-Wit,0,2,Verloren
06-09-1959,DOS,ADO Den Haag,3,1,Gewonnen
06-09-1959,AFC DWS,USV Elinkwijk,0,1,Verloren
06-09-1959,Willem II,Fortuna '54,5,1,Gewonnen
06-09-1959,Sittardia,FC Volendam,1,5,Verloren
06-09-1959,SC Enschede,Rapid JC,3,1,Gewonnen
06-09-1959,PSV,NAC Breda,2,0,Gewonnen
06-09-1959,MVV Maastricht,Ajax,3,6,Verloren
06-09-1959,VVV-Venlo,Feyenoord,1,1,Gelijk
13-09-1959,Ajax,Willem II,2,2,Gelijk
13-09-1959,Feyenoord,PSV,1,1,Gelijk
13-09-1959,USV Elinkwijk,DOS,0,0,Gelijk
13-09-1959,Blauw-Wit,VVV-Venlo,2,0,Gewonnen
13-09-1959,ADO Den Haag,Sittardia,1,2,Verloren
13-09-1959,Fortuna '54,AFC DWS,2,1,Gewonnen
13-09-1959,FC Volendam,SC Enschede,2,1,Gewonnen
13-09-1959,Rapid JC,Sparta Rotterdam,2,0,Gewonnen
13-09-1959,NAC Breda,MVV Maastricht,3,1,Gewonnen
20-09-1959,Sparta Rotterdam,FC Volendam,3,2,Gewonnen
20-09-1959,DOS,Fortuna '54,8,0,Gewonnen
20-09-1959,Blauw-Wit,Feyenoord,2,7,Verloren
20-09-1959,AFC DWS,Ajax,1,0,Gewonnen
20-09-1959,MVV Maastricht,PSV,0,0,Gelijk
20-09-1959,Willem II,NAC Breda,3,4,Verloren
20-09-1959,Sittardia,USV Elinkwijk,2,1,Gewonnen
20-09-1959,SC Enschede,ADO Den Haag,4,1,Gewonnen
20-09-1959,VVV-Venlo,Rapid JC,1,1,Gelijk
27-09-1959,USV Elinkwijk,SC Enschede,3,1,Gewonnen
27-09-1959,ADO Den Haag,Sparta Rotterdam,2,0,Gewonnen
27-09-1959,Ajax,DOS,2,1,Gewonnen
27-09-1959,Feyenoord,MVV Maastricht,6,1,Gewonnen
27-09-1959,Rapid JC,Blauw-Wit,0,1,Verloren
27-09-1959,PSV,Willem II,2,2,Gelijk
27-09-1959,NAC Breda,AFC DWS,2,2,Gelijk
27-09-1959,FC Volendam,VVV-Venlo,1,2,Verloren
27-09-1959,Fortuna '54,Sittardia,1,1,Gelijk
11-10-1959,Sparta Rotterdam,USV Elinkwijk,0,1,Verloren
11-10-1959,Blauw-Wit,FC Volendam,2,3,Verloren
11-10-1959,DOS,NAC Breda,1,2,Verloren
11-10-1959,Sittardia,Ajax,1,4,Verloren
11-10-1959,VVV-Venlo,ADO Den Haag,3,1,Gewonnen
11-10-1959,Willem II,MVV Maastricht,3,1,Gewonnen
11-10-1959,Rapid JC,Feyenoord,1,1,Gelijk
11-10-1959,SC Enschede,Fortuna '54,5,2,Gewonnen
11-10-1959,AFC DWS,PSV,2,5,Verloren
18-10-1959,ADO Den Haag,Blauw-Wit,4,2,Gewonnen
18-10-1959,Ajax,SC Enschede,3,0,Gewonnen
18-10-1959,Feyenoord,Willem II,0,0,Gelijk
18-10-1959,USV Elinkwijk,VVV-Venlo,0,0,Gelijk
18-10-1959,Fortuna '54,Sparta Rotterdam,2,3,Verloren
18-10-1959,PSV,DOS,4,0,Gewonnen
18-10-1959,MVV Maastricht,AFC DWS,2,1,Gewonnen
18-10-1959,FC Volendam,Rapid JC,2,1,Gewonnen
18-10-1959,NAC Breda,Sittardia,5,1,Gewonnen
25-10-1959,DOS,MVV Maastricht,7,2,Gewonnen
25-10-1959,Blauw-Wit,USV Elinkwijk,0,0,Gelijk
25-10-1959,AFC DWS,Willem II,4,0,Gewonnen
25-10-1959,SC Enschede,NAC Breda,1,2,Verloren
25-10-1959,FC Volendam,Feyenoord,1,1,Gelijk
25-10-1959,Sittardia,PSV,0,1,Verloren
25-10-1959,VVV-Venlo,Fortuna '54,0,0,Gelijk
25-10-1959,Rapid JC,ADO Den Haag,1,0,Gewonnen
01-11-1959,ADO Den Haag,FC Volendam,4,1,Gewonnen
01-11-1959,Ajax,VVV-Venlo,5,2,Gewonnen
01-11-1959,NAC Breda,Sparta Rotterdam,3,0,Gewonnen
01-11-1959,Willem II,DOS,4,1,Gewonnen
01-11-1959,Feyenoord,AFC DWS,6,2,Gewonnen
01-11-1959,USV Elinkwijk,Rapid JC,0,0,Gelijk
01-11-1959,MVV Maastricht,Sittardia,3,0,Gewonnen
01-11-1959,PSV,SC Enschede,5,0,Gewonnen
08-11-1959,Blauw-Wit,Ajax,1,0,Gewonnen
08-11-1959,DOS,AFC DWS,4,2,Gewonnen
08-11-1959,Sparta Rotterdam,PSV,0,0,Gelijk
08-11-1959,ADO Den Haag,Feyenoord,1,0,Gewonnen
08-11-1959,SC Enschede,MVV Maastricht,2,2,Gelijk
08-11-1959,Rapid JC,Fortuna '54,2,0,Gewonnen
08-11-1959,FC Volendam,USV Elinkwijk,1,0,Gewonnen
08-11-1959,Sittardia,Willem II,1,1,Gelijk
08-11-1959,VVV-Venlo,NAC Breda,1,1,Gelijk
15-11-1959,AFC DWS,Sittardia,2,3,Verloren
15-11-1959,Feyenoord,DOS,4,1,Gewonnen
15-11-1959,Ajax,Rapid JC,3,2,Gewonnen
15-11-1959,USV Elinkwijk,ADO Den Haag,1,3,Verloren
15-11-1959,MVV Maastricht,Sparta Rotterdam,3,0,Gewonnen
15-11-1959,Fortuna '54,FC Volendam,4,2,Gewonnen
15-11-1959,NAC Breda,Blauw-Wit,1,2,Verloren
15-11-1959,Willem II,SC Enschede,2,1,Gewonnen
15-11-1959,PSV,VVV-Venlo,4,1,Gewonnen
22-11-1959,Sparta Rotterdam,Willem II,2,0,Gewonnen
22-11-1959,Blauw-Wit,PSV,1,1,Gelijk
22-11-1959,ADO Den Haag,Fortuna '54,1,1,Gelijk
22-11-1959,USV Elinkwijk,Feyenoord,0,0,Gelijk
22-11-1959,Rapid JC,NAC Breda,0,0,Gelijk
22-11-1959,VVV-Venlo,MVV Maastricht,4,1,Gewonnen
22-11-1959,Sittardia,DOS,2,5,Verloren
22-11-1959,FC Volendam,Ajax,0,3,Verloren
22-11-1959,SC Enschede,AFC DWS,1,3,Verloren
29-11-1959,Ajax,ADO Den Haag,3,0,Gewonnen
29-11-1959,Feyenoord,Sittardia,4,2,Gewonnen
29-11-1959,AFC DWS,Sparta Rotterdam,2,2,Gelijk
29-11-1959,DOS,SC Enschede,3,3,Gelijk
29-11-1959,PSV,Rapid JC,3,3,Gelijk
29-11-1959,Willem II,VVV-Venlo,0,2,Verloren
29-11-1959,NAC Breda,FC Volendam,3,1,Gewonnen
29-11-1959,Fortuna '54,USV Elinkwijk,0,2,Verloren
29-11-1959,MVV Maastricht,Blauw-Wit,4,2,Gewonnen
06-12-1959,ADO Den Haag,NAC Breda,4,1,Gewonnen
06-12-1959,Blauw-Wit,Willem II,0,1,Verloren
06-12-1959,USV Elinkwijk,Ajax,2,4,Verloren
06-12-1959,Sparta Rotterdam,DOS,0,1,Verloren
06-12-1959,Fortuna '54,Feyenoord,1,3,Verloren
06-12-1959,VVV-Venlo,AFC DWS,3,0,Gewonnen
06-12-1959,SC Enschede,Sittardia,0,2,Verloren
06-12-1959,FC Volendam,PSV,1,2,Verloren
06-12-1959,Rapid JC,MVV Maastricht,2,1,Gewonnen
13-12-1959,AFC DWS,Blauw-Wit,2,0,Gewonnen
13-12-1959,DOS,VVV-Venlo,1,2,Verloren
13-12-1959,Feyenoord,SC Enschede,4,1,Gewonnen
13-12-1959,Ajax,Fortuna '54,5,1,Gewonnen
13-12-1959,Sittardia,Sparta Rotterdam,0,1,Verloren
13-12-1959,PSV,ADO Den Haag,0,3,Verloren
13-12-1959,NAC Breda,USV Elinkwijk,1,1,Gelijk
13-12-1959,Willem II,Rapid JC,3,2,Gewonnen
13-12-1959,MVV Maastricht,FC Volendam,5,3,Gewonnen
20-12-1959,Sparta Rotterdam,SC Enschede,2,1,Gewonnen
20-12-1959,Blauw-Wit,DOS,0,5,Verloren
20-12-1959,ADO Den Haag,MVV Maastricht,3,2,Gewonnen
20-12-1959,Ajax,Feyenoord,4,1,Gewonnen
20-12-1959,USV Elinkwijk,PSV,0,2,Verloren
20-12-1959,VVV-Venlo,Sittardia,3,2,Gewonnen
20-12-1959,Rapid JC,AFC DWS,0,1,Verloren
20-12-1959,FC Volendam,Willem II,2,2,Gelijk
20-12-1959,Fortuna '54,NAC Breda,1,1,Gelijk
27-12-1959,DOS,Rapid JC,1,2,Verloren
27-12-1959,AFC DWS,FC Volendam,4,2,Gewonnen
27-12-1959,Sparta Rotterdam,Feyenoord,0,5,Verloren
27-12-1959,SC Enschede,VVV-Venlo,3,2,Gewonnen
27-12-1959,NAC Breda,Ajax,2,1,Gewonnen
27-12-1959,MVV Maastricht,USV Elinkwijk,2,0,Gewonnen
27-12-1959,Willem II,ADO Den Haag,3,0,Gewonnen
27-12-1959,PSV,Fortuna '54,3,1,Gewonnen
27-12-1959,Sittardia,Blauw-Wit,1,1,Gelijk
03-01-1960,Ajax,PSV,6,2,Gewonnen
03-01-1960,Blauw-Wit,SC Enschede,3,2,Gewonnen
03-01-1960,Feyenoord,NAC Breda,1,1,Gelijk
03-01-1960,USV Elinkwijk,Willem II,2,0,Gewonnen
03-01-1960,ADO Den Haag,AFC DWS,1,2,Verloren
03-01-1960,VVV-Venlo,Sparta Rotterdam,2,2,Gelijk
03-01-1960,Rapid JC,Sittardia,3,1,Gewonnen
03-01-1960,FC Volendam,DOS,4,0,Gewonnen
03-01-1960,Fortuna '54,MVV Maastricht,1,2,Verloren
10-01-1960,Ajax,MVV Maastricht,0,1,Verloren
10-01-1960,ADO Den Haag,DOS,2,1,Gewonnen
10-01-1960,Blauw-Wit,Sparta Rotterdam,2,1,Gewonnen
10-01-1960,USV Elinkwijk,AFC DWS,0,2,Verloren
10-01-1960,Feyenoord,VVV-Venlo,2,2,Gelijk
10-01-1960,FC Volendam,Sittardia,2,1,Gewonnen
10-01-1960,Rapid JC,SC Enschede,0,1,Verloren
10-01-1960,NAC Breda,PSV,1,3,Verloren
10-01-1960,Fortuna '54,Willem II,2,2,Gelijk
24-01-1960,Sparta Rotterdam,Rapid JC,0,1,Verloren
24-01-1960,DOS,USV Elinkwijk,3,2,Gewonnen
24-01-1960,AFC DWS,Fortuna '54,2,1,Gewonnen
24-01-1960,Sittardia,ADO Den Haag,3,2,Gewonnen
24-01-1960,MVV Maastricht,NAC Breda,0,2,Verloren
24-01-1960,VVV-Venlo,Blauw-Wit,0,0,Gelijk
24-01-1960,Willem II,Ajax,2,4,Verloren
24-01-1960,SC Enschede,FC Volendam,3,2,Gewonnen
24-01-1960,PSV,Feyenoord,0,2,Verloren
31-01-1960,NAC Breda,Willem II,3,1,Gewonnen
31-01-1960,Fortuna '54,DOS,1,1,Gelijk
31-01-1960,Rapid JC,VVV-Venlo,2,1,Gewonnen
07-02-1960,Ajax,AFC DWS,2,0,Gewonnen
07-02-1960,Feyenoord,Blauw-Wit,2,0,Gewonnen
07-02-1960,USV Elinkwijk,Sittardia,1,0,Gewonnen
07-02-1960,ADO Den Haag,SC Enschede,2,2,Gelijk
07-02-1960,PSV,MVV Maastricht,2,1,Gewonnen
07-02-1960,FC Volendam,Sparta Rotterdam,0,4,Verloren
14-02-1960,AFC DWS,NAC Breda,1,2,Verloren
14-02-1960,Blauw-Wit,Rapid JC,3,1,Gewonnen
