Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
14-08-1993,Go Ahead Eagles,Vitesse,1,4,Verloren
14-08-1993,Willem II,MVV Maastricht,1,0,Gewonnen
14-08-1993,NAC Breda,Roda JC Kerkrade,2,3,Verloren
14-08-1993,sc Heerenveen,Sparta Rotterdam,1,0,Gewonnen
15-08-1993,FC Twente,VVV-Venlo,3,0,Gewonnen
15-08-1993,FC Volendam,FC Utrecht,2,2,Gelijk
15-08-1993,FC Groningen,PSV,1,2,Verloren
15-08-1993,Feyenoord,SC Cambuur,1,0,Gewonnen
15-08-1993,Ajax,RKC Waalwijk,3,0,Gewonnen
20-08-1993,SC Cambuur,NAC Breda,1,3,Verloren
21-08-1993,PSV,Go Ahead Eagles,3,0,Gewonnen
22-08-1993,Roda JC Kerkrade,FC Volendam,2,0,Gewonnen
22-08-1993,RKC Waalwijk,FC Twente,1,3,Verloren
22-08-1993,Sparta Rotterdam,Willem II,1,0,Gewonnen
22-08-1993,FC Utrecht,Ajax,1,4,Verloren
25-08-1993,FC Volendam,SC Cambuur,4,1,Gewonnen
25-08-1993,MVV Maastricht,RKC Waalwijk,1,1,Gelijk
25-08-1993,NAC Breda,VVV-Venlo,4,1,Gewonnen
25-08-1993,Willem II,Vitesse,0,3,Verloren
25-08-1993,FC Groningen,Roda JC Kerkrade,3,5,Verloren
25-08-1993,Go Ahead Eagles,FC Utrecht,4,0,Gewonnen
25-08-1993,sc Heerenveen,PSV,0,0,Gelijk
25-08-1993,Ajax,Sparta Rotterdam,3,0,Gewonnen
25-08-1993,Feyenoord,FC Twente,1,0,Gewonnen
28-08-1993,PSV,Willem II,2,1,Gewonnen
28-08-1993,VVV-Venlo,FC Volendam,2,0,Gewonnen
29-08-1993,FC Twente,NAC Breda,0,1,Verloren
29-08-1993,SC Cambuur,FC Groningen,0,2,Verloren
29-08-1993,Sparta Rotterdam,MVV Maastricht,2,2,Gelijk
29-08-1993,Roda JC Kerkrade,Go Ahead Eagles,2,1,Gewonnen
29-08-1993,Vitesse,Ajax,0,1,Verloren
29-08-1993,FC Utrecht,sc Heerenveen,0,1,Verloren
31-08-1993,RKC Waalwijk,Feyenoord,1,2,Verloren
01-09-1993,FC Utrecht,FC Groningen,2,0,Gewonnen
01-09-1993,MVV Maastricht,Ajax,1,1,Gelijk
04-09-1993,Willem II,FC Utrecht,4,1,Gewonnen
04-09-1993,Go Ahead Eagles,SC Cambuur,3,0,Gewonnen
04-09-1993,MVV Maastricht,Vitesse,0,2,Verloren
04-09-1993,sc Heerenveen,Roda JC Kerkrade,0,0,Gelijk
05-09-1993,FC Volendam,FC Twente,2,5,Verloren
05-09-1993,Sparta Rotterdam,RKC Waalwijk,1,1,Gelijk
05-09-1993,FC Groningen,VVV-Venlo,0,3,Verloren
05-09-1993,NAC Breda,Feyenoord,1,2,Verloren
05-09-1993,Ajax,PSV,2,0,Gewonnen
08-09-1993,Vitesse,Sparta Rotterdam,2,0,Gewonnen
08-09-1993,RKC Waalwijk,NAC Breda,1,0,Gewonnen
08-09-1993,Roda JC Kerkrade,Willem II,1,1,Gelijk
08-09-1993,PSV,MVV Maastricht,4,2,Gewonnen
08-09-1993,VVV-Venlo,Go Ahead Eagles,1,0,Gewonnen
08-09-1993,SC Cambuur,sc Heerenveen,1,2,Verloren
08-09-1993,Feyenoord,FC Volendam,2,0,Gewonnen
11-09-1993,Willem II,SC Cambuur,4,1,Gewonnen
11-09-1993,Sparta Rotterdam,PSV,0,0,Gelijk
11-09-1993,MVV Maastricht,FC Utrecht,2,1,Gewonnen
11-09-1993,sc Heerenveen,VVV-Venlo,1,0,Gewonnen
12-09-1993,FC Volendam,NAC Breda,1,3,Verloren
12-09-1993,Go Ahead Eagles,FC Twente,3,3,Gelijk
12-09-1993,Vitesse,RKC Waalwijk,4,1,Gewonnen
12-09-1993,FC Groningen,Feyenoord,0,4,Verloren
12-09-1993,Ajax,Roda JC Kerkrade,2,0,Gewonnen
19-09-1993,FC Twente,FC Groningen,0,1,Verloren
19-09-1993,Vitesse,sc Heerenveen,3,0,Gewonnen
25-09-1993,FC Utrecht,Sparta Rotterdam,3,1,Gewonnen
25-09-1993,NAC Breda,FC Groningen,2,1,Gewonnen
26-09-1993,Roda JC Kerkrade,MVV Maastricht,4,1,Gewonnen
26-09-1993,RKC Waalwijk,FC Volendam,1,3,Verloren
26-09-1993,FC Twente,sc Heerenveen,2,1,Gewonnen
26-09-1993,Feyenoord,Go Ahead Eagles,1,0,Gewonnen
02-10-1993,PSV,RKC Waalwijk,1,1,Gelijk
02-10-1993,Go Ahead Eagles,NAC Breda,0,0,Gelijk
02-10-1993,MVV Maastricht,SC Cambuur,0,0,Gelijk
02-10-1993,Willem II,FC Twente,2,0,Gewonnen
03-10-1993,Vitesse,FC Utrecht,2,2,Gelijk
03-10-1993,Sparta Rotterdam,Roda JC Kerkrade,2,0,Gewonnen
03-10-1993,Ajax,VVV-Venlo,2,0,Gewonnen
04-10-1993,sc Heerenveen,Feyenoord,1,3,Verloren
06-10-1993,VVV-Venlo,Vitesse,2,1,Gewonnen
15-10-1993,Roda JC Kerkrade,Vitesse,2,1,Gewonnen
16-10-1993,SC Cambuur,Sparta Rotterdam,1,1,Gelijk
16-10-1993,VVV-Venlo,MVV Maastricht,1,7,Verloren
16-10-1993,NAC Breda,sc Heerenveen,6,0,Gewonnen
17-10-1993,RKC Waalwijk,FC Groningen,2,3,Verloren
17-10-1993,FC Volendam,Go Ahead Eagles,0,1,Verloren
17-10-1993,FC Utrecht,PSV,0,4,Verloren
17-10-1993,Feyenoord,Willem II,2,0,Gewonnen
17-10-1993,FC Twente,Ajax,2,1,Gewonnen
22-10-1993,MVV Maastricht,FC Twente,0,2,Verloren
23-10-1993,PSV,Roda JC Kerkrade,2,0,Gewonnen
23-10-1993,Go Ahead Eagles,FC Groningen,3,0,Gewonnen
23-10-1993,sc Heerenveen,FC Volendam,3,1,Gewonnen
24-10-1993,Willem II,NAC Breda,2,0,Gewonnen
24-10-1993,FC Utrecht,RKC Waalwijk,3,1,Gewonnen
24-10-1993,Sparta Rotterdam,VVV-Venlo,2,2,Gelijk
24-10-1993,Vitesse,SC Cambuur,2,1,Gewonnen
24-10-1993,Ajax,Feyenoord,2,2,Gelijk
27-10-1993,PSV,Vitesse,0,1,Verloren
27-10-1993,FC Groningen,FC Volendam,0,0,Gelijk
27-10-1993,VVV-Venlo,Feyenoord,1,1,Gelijk
27-10-1993,SC Cambuur,Ajax,0,3,Verloren
29-10-1993,Roda JC Kerkrade,FC Utrecht,4,0,Gewonnen
30-10-1993,NAC Breda,Ajax,0,5,Verloren
31-10-1993,FC Volendam,Willem II,0,3,Verloren
31-10-1993,RKC Waalwijk,Go Ahead Eagles,1,2,Verloren
31-10-1993,FC Twente,Sparta Rotterdam,0,0,Gelijk
31-10-1993,SC Cambuur,PSV,1,3,Verloren
31-10-1993,Feyenoord,MVV Maastricht,4,0,Gewonnen
31-10-1993,FC Groningen,sc Heerenveen,2,2,Gelijk
06-11-1993,Willem II,FC Groningen,4,1,Gewonnen
06-11-1993,PSV,VVV-Venlo,3,2,Gewonnen
06-11-1993,MVV Maastricht,NAC Breda,2,1,Gewonnen
06-11-1993,sc Heerenveen,Go Ahead Eagles,1,4,Verloren
07-11-1993,FC Utrecht,SC Cambuur,2,0,Gewonnen
07-11-1993,Vitesse,FC Twente,3,0,Gewonnen
07-11-1993,Roda JC Kerkrade,RKC Waalwijk,2,0,Gewonnen
07-11-1993,Ajax,FC Volendam,3,1,Gewonnen
07-11-1993,Sparta Rotterdam,Feyenoord,3,4,Verloren
13-11-1993,VVV-Venlo,Willem II,0,0,Gelijk
19-11-1993,VVV-Venlo,FC Utrecht,1,1,Gelijk
20-11-1993,Go Ahead Eagles,Willem II,3,0,Gewonnen
20-11-1993,NAC Breda,Sparta Rotterdam,4,3,Gewonnen
21-11-1993,FC Volendam,MVV Maastricht,5,0,Gewonnen
21-11-1993,Feyenoord,Vitesse,1,1,Gelijk
21-11-1993,RKC Waalwijk,sc Heerenveen,1,1,Gelijk
21-11-1993,FC Groningen,Ajax,0,4,Verloren
27-11-1993,Willem II,sc Heerenveen,1,1,Gelijk
28-11-1993,Roda JC Kerkrade,VVV-Venlo,0,0,Gelijk
28-11-1993,FC Utrecht,FC Twente,1,0,Gewonnen
28-11-1993,Ajax,Go Ahead Eagles,4,0,Gewonnen
28-11-1993,PSV,Feyenoord,1,3,Verloren
04-12-1993,NAC Breda,PSV,2,2,Gelijk
04-12-1993,Go Ahead Eagles,MVV Maastricht,2,2,Gelijk
04-12-1993,Willem II,RKC Waalwijk,4,1,Gewonnen
05-12-1993,VVV-Venlo,SC Cambuur,1,0,Gewonnen
05-12-1993,FC Twente,Roda JC Kerkrade,2,1,Gewonnen
05-12-1993,FC Volendam,Vitesse,2,0,Gewonnen
05-12-1993,Feyenoord,FC Utrecht,1,1,Gelijk
05-12-1993,FC Groningen,Sparta Rotterdam,1,4,Verloren
06-12-1993,sc Heerenveen,Ajax,1,4,Verloren
10-12-1993,SC Cambuur,FC Twente,1,1,Gelijk
10-12-1993,Roda JC Kerkrade,Feyenoord,1,0,Gewonnen
11-12-1993,PSV,FC Volendam,3,0,Gewonnen
11-12-1993,MVV Maastricht,sc Heerenveen,3,1,Gewonnen
12-12-1993,FC Utrecht,NAC Breda,0,5,Verloren
12-12-1993,Ajax,Willem II,3,1,Gewonnen
12-12-1993,RKC Waalwijk,VVV-Venlo,1,2,Verloren
12-12-1993,Vitesse,FC Groningen,4,1,Gewonnen
12-12-1993,Sparta Rotterdam,Go Ahead Eagles,1,0,Gewonnen
15-12-1993,SC Cambuur,Roda JC Kerkrade,0,1,Verloren
18-12-1993,MVV Maastricht,Willem II,1,0,Gewonnen
18-12-1993,VVV-Venlo,FC Twente,0,0,Gelijk
18-12-1993,PSV,FC Groningen,1,1,Gelijk
19-12-1993,FC Utrecht,FC Volendam,3,1,Gewonnen
19-12-1993,Sparta Rotterdam,sc Heerenveen,3,0,Gewonnen
19-12-1993,Vitesse,Go Ahead Eagles,5,0,Gewonnen
08-01-1994,SC Cambuur,RKC Waalwijk,1,1,Gelijk
09-01-1994,Sparta Rotterdam,FC Volendam,4,1,Gewonnen
09-01-1994,Vitesse,NAC Breda,3,1,Gewonnen
09-01-1994,FC Twente,PSV,0,0,Gelijk
15-01-1994,NAC Breda,SC Cambuur,2,0,Gewonnen
15-01-1994,Go Ahead Eagles,PSV,0,4,Verloren
15-01-1994,Willem II,Sparta Rotterdam,5,1,Gewonnen
15-01-1994,sc Heerenveen,Vitesse,0,4,Verloren
16-01-1994,Ajax,MVV Maastricht,4,1,Gewonnen
16-01-1994,FC Twente,RKC Waalwijk,2,1,Gewonnen
16-01-1994,Feyenoord,VVV-Venlo,5,0,Gewonnen
16-01-1994,FC Groningen,FC Utrecht,4,1,Gewonnen
21-01-1994,VVV-Venlo,NAC Breda,1,1,Gelijk
22-01-1994,SC Cambuur,FC Volendam,3,1,Gewonnen
22-01-1994,PSV,sc Heerenveen,1,1,Gelijk
26-01-1994,MVV Maastricht,FC Groningen,2,0,Gewonnen
29-01-1994,NAC Breda,FC Twente,2,1,Gewonnen
29-01-1994,MVV Maastricht,Sparta Rotterdam,0,0,Gelijk
29-01-1994,sc Heerenveen,FC Utrecht,1,0,Gewonnen
29-01-1994,Go Ahead Eagles,Roda JC Kerkrade,3,1,Gewonnen
30-01-1994,Willem II,PSV,1,1,Gelijk
30-01-1994,FC Groningen,SC Cambuur,2,2,Gelijk
30-01-1994,Ajax,Vitesse,3,1,Gewonnen
30-01-1994,Feyenoord,RKC Waalwijk,1,1,Gelijk
30-01-1994,FC Volendam,VVV-Venlo,1,1,Gelijk
02-02-1994,Roda JC Kerkrade,NAC Breda,1,2,Verloren
02-02-1994,RKC Waalwijk,Ajax,0,3,Verloren
05-02-1994,VVV-Venlo,FC Groningen,1,3,Verloren
05-02-1994,SC Cambuur,Go Ahead Eagles,1,0,Gewonnen
06-02-1994,Vitesse,MVV Maastricht,1,3,Verloren
06-02-1994,RKC Waalwijk,Sparta Rotterdam,3,1,Gewonnen
06-02-1994,Feyenoord,NAC Breda,1,1,Gelijk
06-02-1994,FC Twente,FC Volendam,2,0,Gewonnen
06-02-1994,Roda JC Kerkrade,sc Heerenveen,1,1,Gelijk
06-02-1994,FC Utrecht,Willem II,1,1,Gelijk
06-02-1994,PSV,Ajax,4,1,Gewonnen
11-02-1994,Vitesse,Willem II,0,1,Verloren
13-02-1994,Sparta Rotterdam,Ajax,0,1,Verloren
13-02-1994,FC Utrecht,Go Ahead Eagles,2,0,Gewonnen
13-02-1994,FC Volendam,Roda JC Kerkrade,2,0,Gewonnen
18-02-1994,MVV Maastricht,PSV,2,1,Gewonnen
18-02-1994,sc Heerenveen,SC Cambuur,1,2,Verloren
19-02-1994,NAC Breda,RKC Waalwijk,3,0,Gewonnen
19-02-1994,Willem II,Roda JC Kerkrade,0,3,Verloren
