Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
19-08-1970,Feijenoord,FC Utrecht,4,1,Gewonnen
23-08-1970,DWS,PSV,0,1,Verloren
23-08-1970,RV & AV Excelsior,AZ '67,0,0,Gelijk
23-08-1970,ADO,NAC,3,0,Gewonnen
23-08-1970,MVV,Holland Sport,0,1,Verloren
23-08-1970,NEC,Ajax,0,0,Gelijk
23-08-1970,RKSV Volendam,FC Twente,0,1,Verloren
23-08-1970,Go Ahead,Haarlem,1,1,Gelijk
23-08-1970,Telstar,Sparta,1,4,Verloren
30-08-1970,Ajax,MVV,2,0,Gewonnen
30-08-1970,AZ '67,Feijenoord,0,4,Verloren
30-08-1970,Sparta,RV & AV Excelsior,5,1,Gewonnen
30-08-1970,Holland Sport,ADO,2,3,Verloren
30-08-1970,PSV,RKSV Volendam,4,2,Gewonnen
30-08-1970,FC Utrecht,Go Ahead,4,1,Gewonnen
30-08-1970,FC Twente,Telstar,1,1,Gelijk
30-08-1970,Haarlem,NEC,1,1,Gelijk
30-08-1970,NAC,DWS,1,4,Verloren
05-09-1970,Go Ahead,Feijenoord,1,2,Verloren
06-09-1970,ADO,Ajax,1,0,Gewonnen
06-09-1970,Sparta,AZ '67,2,1,Gewonnen
06-09-1970,DWS,Holland Sport,0,0,Gelijk
06-09-1970,RV & AV Excelsior,FC Twente,1,2,Verloren
06-09-1970,Telstar,PSV,1,1,Gelijk
06-09-1970,NEC,FC Utrecht,2,1,Gewonnen
06-09-1970,MVV,Haarlem,1,1,Gelijk
06-09-1970,RKSV Volendam,NAC,2,1,Gewonnen
11-09-1970,PSV,RV & AV Excelsior,3,0,Gewonnen
12-09-1970,Ajax,DWS,4,0,Gewonnen
13-09-1970,AZ '67,Go Ahead,0,1,Verloren
13-09-1970,Holland Sport,RKSV Volendam,2,1,Gewonnen
13-09-1970,Feijenoord,NEC,1,0,Gewonnen
13-09-1970,FC Utrecht,MVV,0,0,Gelijk
13-09-1970,NAC,Telstar,2,0,Gewonnen
13-09-1970,Haarlem,ADO,1,2,Verloren
13-09-1970,FC Twente,Sparta,0,1,Verloren
20-09-1970,RKSV Volendam,Ajax,0,3,Verloren
20-09-1970,RV & AV Excelsior,NAC,2,2,Gelijk
20-09-1970,DWS,Haarlem,1,0,Gewonnen
20-09-1970,Sparta,PSV,1,0,Gewonnen
20-09-1970,ADO,FC Utrecht,4,0,Gewonnen
20-09-1970,NEC,Go Ahead,2,1,Gewonnen
20-09-1970,MVV,Feijenoord,1,1,Gelijk
20-09-1970,Telstar,Holland Sport,1,1,Gelijk
20-09-1970,FC Twente,AZ '67,2,0,Gewonnen
25-09-1970,PSV,FC Twente,0,0,Gelijk
26-09-1970,Feijenoord,ADO,0,0,Gelijk
26-09-1970,Ajax,Telstar,3,1,Gewonnen
27-09-1970,AZ '67,NEC,1,1,Gelijk
27-09-1970,Holland Sport,RV & AV Excelsior,2,3,Verloren
27-09-1970,Go Ahead,MVV,1,0,Gewonnen
27-09-1970,NAC,Sparta,0,0,Gelijk
27-09-1970,FC Utrecht,DWS,2,1,Gewonnen
27-09-1970,Haarlem,RKSV Volendam,0,1,Verloren
04-10-1970,RV & AV Excelsior,Ajax,1,1,Gelijk
04-10-1970,DWS,Feijenoord,0,4,Verloren
04-10-1970,Sparta,Holland Sport,1,0,Gewonnen
04-10-1970,ADO,Go Ahead,3,0,Gewonnen
04-10-1970,RKSV Volendam,FC Utrecht,2,3,Verloren
04-10-1970,MVV,NEC,2,0,Gewonnen
04-10-1970,FC Twente,NAC,3,0,Gewonnen
04-10-1970,PSV,AZ '67,6,0,Gewonnen
04-10-1970,Telstar,Haarlem,6,3,Gewonnen
16-10-1970,Ajax,Sparta,2,2,Gelijk
18-10-1970,AZ '67,MVV,0,2,Verloren
18-10-1970,Feijenoord,RKSV Volendam,3,0,Gewonnen
18-10-1970,Holland Sport,FC Twente,0,0,Gelijk
18-10-1970,Go Ahead,DWS,0,0,Gelijk
18-10-1970,FC Utrecht,Telstar,4,1,Gewonnen
18-10-1970,NEC,ADO,1,2,Verloren
18-10-1970,NAC,PSV,0,3,Verloren
18-10-1970,Haarlem,RV & AV Excelsior,2,0,Gewonnen
25-10-1970,RV & AV Excelsior,FC Utrecht,1,2,Verloren
25-10-1970,ADO,MVV,4,0,Gewonnen
25-10-1970,DWS,NEC,2,2,Gelijk
25-10-1970,Sparta,Haarlem,0,0,Gelijk
25-10-1970,NAC,AZ '67,5,2,Gewonnen
25-10-1970,FC Twente,Ajax,1,0,Gewonnen
25-10-1970,PSV,Holland Sport,3,0,Gewonnen
25-10-1970,RKSV Volendam,Go Ahead,0,0,Gelijk
25-10-1970,Telstar,Feijenoord,1,0,Gewonnen
30-10-1970,Ajax,PSV,1,0,Gewonnen
01-11-1970,Holland Sport,NAC,0,0,Gelijk
01-11-1970,AZ '67,ADO,1,1,Gelijk
01-11-1970,Feijenoord,RV & AV Excelsior,4,2,Gewonnen
01-11-1970,MVV,DWS,2,0,Gewonnen
01-11-1970,Go Ahead,Telstar,3,1,Gewonnen
01-11-1970,NEC,RKSV Volendam,4,0,Gewonnen
01-11-1970,Haarlem,FC Twente,0,4,Verloren
01-11-1970,FC Utrecht,Sparta,1,1,Gelijk
15-11-1970,NAC,Ajax,0,2,Verloren
15-11-1970,Sparta,Feijenoord,1,1,Gelijk
15-11-1970,RV & AV Excelsior,Go Ahead,0,2,Verloren
15-11-1970,DWS,ADO,0,1,Verloren
15-11-1970,Holland Sport,AZ '67,3,1,Gewonnen
15-11-1970,RKSV Volendam,MVV,3,1,Gewonnen
15-11-1970,PSV,Haarlem,1,0,Gewonnen
15-11-1970,Telstar,NEC,0,1,Verloren
15-11-1970,FC Twente,FC Utrecht,2,0,Gewonnen
21-11-1970,Go Ahead,Sparta,0,1,Verloren
22-11-1970,Ajax,Holland Sport,2,1,Gewonnen
22-11-1970,AZ '67,DWS,0,0,Gelijk
22-11-1970,ADO,RKSV Volendam,2,1,Gewonnen
22-11-1970,Feijenoord,FC Twente,1,1,Gelijk
22-11-1970,MVV,Telstar,1,1,Gelijk
22-11-1970,FC Utrecht,PSV,0,3,Verloren
22-11-1970,Haarlem,NAC,2,2,Gelijk
22-11-1970,NEC,RV & AV Excelsior,5,0,Gewonnen
28-11-1970,PSV,Feijenoord,2,3,Verloren
29-11-1970,Ajax,AZ '67,8,1,Gewonnen
29-11-1970,Holland Sport,Haarlem,1,1,Gelijk
29-11-1970,Sparta,NEC,2,1,Gewonnen
29-11-1970,RV & AV Excelsior,MVV,3,0,Gewonnen
29-11-1970,Telstar,ADO,0,2,Verloren
29-11-1970,NAC,FC Utrecht,1,2,Verloren
29-11-1970,FC Twente,Go Ahead,2,0,Gewonnen
29-11-1970,RKSV Volendam,DWS,2,2,Gelijk
06-12-1970,Haarlem,Ajax,0,5,Verloren
06-12-1970,Feijenoord,NAC,3,0,Gewonnen
06-12-1970,DWS,Telstar,0,0,Gelijk
06-12-1970,ADO,RV & AV Excelsior,0,0,Gelijk
06-12-1970,AZ '67,RKSV Volendam,1,1,Gelijk
06-12-1970,NEC,FC Twente,0,0,Gelijk
06-12-1970,FC Utrecht,Holland Sport,2,1,Gewonnen
06-12-1970,MVV,Sparta,3,3,Gelijk
06-12-1970,Go Ahead,PSV,3,3,Gelijk
13-12-1970,Sparta,ADO,4,2,Gewonnen
13-12-1970,RV & AV Excelsior,DWS,0,0,Gelijk
13-12-1970,Ajax,FC Utrecht,7,1,Gewonnen
13-12-1970,Holland Sport,Feijenoord,2,3,Verloren
13-12-1970,NAC,Go Ahead,3,1,Gewonnen
13-12-1970,PSV,NEC,2,0,Gewonnen
13-12-1970,Haarlem,AZ '67,2,3,Verloren
13-12-1970,Telstar,RKSV Volendam,0,0,Gelijk
20-12-1970,Feijenoord,Ajax,1,1,Gelijk
20-12-1970,ADO,FC Twente,1,1,Gelijk
20-12-1970,DWS,Sparta,2,1,Gewonnen
20-12-1970,Telstar,AZ '67,4,0,Gewonnen
20-12-1970,NEC,NAC,1,1,Gelijk
20-12-1970,FC Utrecht,Haarlem,1,0,Gewonnen
20-12-1970,MVV,PSV,0,3,Verloren
20-12-1970,Go Ahead,Holland Sport,4,0,Gewonnen
20-12-1970,RKSV Volendam,RV & AV Excelsior,3,0,Gewonnen
23-12-1970,FC Twente,MVV,2,0,Gewonnen
10-01-1971,Holland Sport,MVV,1,1,Gelijk
10-01-1971,Sparta,Telstar,1,0,Gewonnen
10-01-1971,AZ '67,RV & AV Excelsior,1,1,Gelijk
10-01-1971,Ajax,NEC,4,1,Gewonnen
10-01-1971,NAC,ADO,0,3,Verloren
10-01-1971,FC Utrecht,Feijenoord,1,2,Verloren
10-01-1971,PSV,DWS,8,0,Gewonnen
10-01-1971,Haarlem,Go Ahead,0,0,Gelijk
16-01-1971,RV & AV Excelsior,Sparta,0,2,Verloren
17-01-1971,MVV,Ajax,1,0,Gewonnen
17-01-1971,ADO,Holland Sport,0,0,Gelijk
17-01-1971,Feijenoord,AZ '67,6,1,Gewonnen
17-01-1971,DWS,NAC,1,1,Gelijk
17-01-1971,Telstar,FC Twente,0,0,Gelijk
17-01-1971,RKSV Volendam,PSV,0,2,Verloren
24-01-1971,Feijenoord,Go Ahead,3,0,Gewonnen
24-01-1971,AZ '67,Sparta,1,1,Gelijk
24-01-1971,Holland Sport,DWS,1,1,Gelijk
24-01-1971,Ajax,ADO,3,0,Gewonnen
24-01-1971,NAC,RKSV Volendam,2,1,Gewonnen
24-01-1971,FC Twente,RV & AV Excelsior,5,0,Gewonnen
24-01-1971,FC Utrecht,NEC,3,0,Gewonnen
24-01-1971,Haarlem,MVV,1,1,Gelijk
24-01-1971,PSV,Telstar,2,1,Gewonnen
30-01-1971,RV & AV Excelsior,PSV,1,4,Verloren
31-01-1971,Sparta,FC Twente,2,1,Gewonnen
31-01-1971,ADO,Haarlem,6,0,Gewonnen
31-01-1971,DWS,Ajax,0,1,Verloren
31-01-1971,Go Ahead,AZ '67,2,0,Gewonnen
31-01-1971,Telstar,NAC,2,1,Gewonnen
31-01-1971,NEC,Feijenoord,1,0,Gewonnen
31-01-1971,RKSV Volendam,Holland Sport,1,0,Gewonnen
31-01-1971,MVV,FC Utrecht,6,0,Gewonnen
07-02-1971,Ajax,Go Ahead,5,1,Gewonnen
07-02-1971,RV & AV Excelsior,Telstar,1,2,Verloren
07-02-1971,Sparta,RKSV Volendam,1,0,Gewonnen
07-02-1971,AZ '67,FC Utrecht,1,3,Verloren
07-02-1971,Holland Sport,NEC,1,0,Gewonnen
07-02-1971,Haarlem,Feijenoord,0,1,Verloren
