Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
18-08-1979,AZ,PSV,2,1,Gewonnen
18-08-1979,Go Ahead Eagles,Sparta Rotterdam,1,0,Gewonnen
18-08-1979,NAC Breda,Excelsior Rotterdam,1,1,Gelijk
19-08-1979,Willem II,Ajax,1,3,Verloren
19-08-1979,FC Utrecht,N.E.C.,3,1,Gewonnen
19-08-1979,HFC Haarlem,MVV Maastricht,2,2,Gelijk
19-08-1979,Roda JC Kerkrade,FC Twente,3,0,Gewonnen
19-08-1979,Vitesse,ADO Den Haag,1,0,Gewonnen
19-08-1979,Feyenoord,PEC Zwolle,2,0,Gewonnen
22-08-1979,Excelsior Rotterdam,Go Ahead Eagles,2,1,Gewonnen
22-08-1979,PEC Zwolle,Roda JC Kerkrade,0,0,Gelijk
22-08-1979,Ajax,NAC Breda,2,1,Gewonnen
22-08-1979,Sparta Rotterdam,Vitesse,1,2,Verloren
22-08-1979,PSV,FC Utrecht,3,0,Gewonnen
22-08-1979,FC Twente,Willem II,0,0,Gelijk
22-08-1979,MVV Maastricht,AZ,1,2,Verloren
22-08-1979,N.E.C.,Feyenoord,0,2,Verloren
22-08-1979,ADO Den Haag,HFC Haarlem,2,1,Gewonnen
25-08-1979,ADO Den Haag,AZ,1,0,Gewonnen
25-08-1979,PEC Zwolle,FC Twente,0,1,Verloren
25-08-1979,N.E.C.,Roda JC Kerkrade,2,0,Gewonnen
25-08-1979,PSV,Feyenoord,2,2,Gelijk
25-08-1979,NAC Breda,Willem II,0,1,Verloren
25-08-1979,MVV Maastricht,FC Utrecht,0,0,Gelijk
25-08-1979,Sparta Rotterdam,HFC Haarlem,3,0,Gewonnen
26-08-1979,Excelsior Rotterdam,Vitesse,2,0,Gewonnen
26-08-1979,Ajax,Go Ahead Eagles,2,1,Gewonnen
29-08-1979,HFC Haarlem,Excelsior Rotterdam,1,5,Verloren
29-08-1979,Vitesse,Ajax,1,1,Gelijk
29-08-1979,AZ,Sparta Rotterdam,2,1,Gewonnen
29-08-1979,FC Twente,N.E.C.,2,1,Gewonnen
29-08-1979,Roda JC Kerkrade,PSV,1,3,Verloren
29-08-1979,FC Utrecht,ADO Den Haag,0,0,Gelijk
29-08-1979,Feyenoord,MVV Maastricht,1,1,Gelijk
29-08-1979,Willem II,PEC Zwolle,1,1,Gelijk
29-08-1979,Go Ahead Eagles,NAC Breda,4,0,Gewonnen
08-09-1979,NAC Breda,Vitesse,2,2,Gelijk
08-09-1979,ADO Den Haag,Feyenoord,2,2,Gelijk
08-09-1979,MVV Maastricht,Roda JC Kerkrade,4,1,Gewonnen
08-09-1979,Go Ahead Eagles,Willem II,3,0,Gewonnen
08-09-1979,Sparta Rotterdam,FC Utrecht,1,1,Gelijk
08-09-1979,N.E.C.,PEC Zwolle,4,1,Gewonnen
08-09-1979,PSV,FC Twente,7,1,Gewonnen
09-09-1979,Ajax,HFC Haarlem,1,1,Gelijk
09-09-1979,Excelsior Rotterdam,AZ,1,5,Verloren
15-09-1979,AZ,Ajax,2,3,Verloren
15-09-1979,Feyenoord,Sparta Rotterdam,3,1,Gewonnen
15-09-1979,PEC Zwolle,PSV,1,2,Verloren
15-09-1979,FC Twente,MVV Maastricht,3,1,Gewonnen
16-09-1979,FC Utrecht,Excelsior Rotterdam,3,0,Gewonnen
16-09-1979,Willem II,N.E.C.,3,2,Gewonnen
16-09-1979,Vitesse,Go Ahead Eagles,3,5,Verloren
16-09-1979,HFC Haarlem,NAC Breda,1,0,Gewonnen
16-09-1979,Roda JC Kerkrade,ADO Den Haag,5,1,Gewonnen
22-09-1979,NAC Breda,AZ,0,3,Verloren
22-09-1979,Go Ahead Eagles,HFC Haarlem,2,1,Gewonnen
22-09-1979,Sparta Rotterdam,Roda JC Kerkrade,1,0,Gewonnen
22-09-1979,ADO Den Haag,FC Twente,2,1,Gewonnen
22-09-1979,MVV Maastricht,PEC Zwolle,0,1,Verloren
22-09-1979,PSV,N.E.C.,1,0,Gewonnen
23-09-1979,Excelsior Rotterdam,Feyenoord,0,2,Verloren
23-09-1979,Ajax,FC Utrecht,3,2,Gewonnen
23-09-1979,Vitesse,Willem II,3,1,Gewonnen
29-09-1979,Willem II,PSV,1,1,Gelijk
29-09-1979,PEC Zwolle,ADO Den Haag,3,1,Gewonnen
29-09-1979,FC Twente,Sparta Rotterdam,2,0,Gewonnen
29-09-1979,Feyenoord,Ajax,4,0,Gewonnen
29-09-1979,AZ,Go Ahead Eagles,2,0,Gewonnen
29-09-1979,N.E.C.,MVV Maastricht,2,1,Gewonnen
30-09-1979,Roda JC Kerkrade,Excelsior Rotterdam,1,1,Gelijk
30-09-1979,HFC Haarlem,Vitesse,3,1,Gewonnen
30-09-1979,FC Utrecht,NAC Breda,1,1,Gelijk
06-10-1979,Sparta Rotterdam,PEC Zwolle,1,0,Gewonnen
06-10-1979,MVV Maastricht,PSV,2,1,Gewonnen
06-10-1979,Go Ahead Eagles,FC Utrecht,0,0,Gelijk
06-10-1979,ADO Den Haag,N.E.C.,2,0,Gewonnen
07-10-1979,Excelsior Rotterdam,FC Twente,2,2,Gelijk
07-10-1979,Vitesse,AZ,1,1,Gelijk
07-10-1979,HFC Haarlem,Willem II,3,1,Gewonnen
07-10-1979,Ajax,Roda JC Kerkrade,4,0,Gewonnen
