Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
21-08-1982,PSV,Willem II,2,0,Gewonnen
21-08-1982,FC Twente,Roda JC Kerkrade,0,3,Verloren
21-08-1982,HFC Haarlem,Fortuna Sittard,0,0,Gelijk
21-08-1982,NAC Breda,Helmond Sport,4,2,Gewonnen
21-08-1982,N.E.C.,AZ,2,0,Gewonnen
21-08-1982,PEC Zwolle,FC Groningen,1,3,Verloren
22-08-1982,Ajax,Go Ahead Eagles,4,1,Gewonnen
22-08-1982,Sparta Rotterdam,FC Utrecht,2,1,Gewonnen
22-08-1982,Excelsior Rotterdam,Feyenoord,2,3,Verloren
25-08-1982,Willem II,N.E.C.,4,0,Gewonnen
25-08-1982,Go Ahead Eagles,HFC Haarlem,2,3,Verloren
25-08-1982,Fortuna Sittard,NAC Breda,1,0,Gewonnen
25-08-1982,Roda JC Kerkrade,PEC Zwolle,3,1,Gewonnen
25-08-1982,FC Utrecht,PSV,0,1,Verloren
25-08-1982,Helmond Sport,Excelsior Rotterdam,1,4,Verloren
25-08-1982,AZ,FC Twente,3,2,Gewonnen
25-08-1982,FC Groningen,Ajax,2,1,Gewonnen
25-08-1982,Feyenoord,Sparta Rotterdam,3,1,Gewonnen
28-08-1982,N.E.C.,FC Utrecht,2,1,Gewonnen
28-08-1982,HFC Haarlem,Ajax,0,2,Verloren
28-08-1982,PSV,Feyenoord,1,3,Verloren
28-08-1982,FC Twente,Willem II,0,0,Gelijk
28-08-1982,NAC Breda,Go Ahead Eagles,0,0,Gelijk
28-08-1982,PEC Zwolle,AZ,0,2,Verloren
29-08-1982,Sparta Rotterdam,Helmond Sport,1,2,Verloren
29-08-1982,Excelsior Rotterdam,Fortuna Sittard,1,0,Gewonnen
29-08-1982,Roda JC Kerkrade,FC Groningen,5,1,Gewonnen
04-09-1982,Helmond Sport,PSV,2,5,Verloren
04-09-1982,Fortuna Sittard,Sparta Rotterdam,3,2,Gewonnen
04-09-1982,AZ,Roda JC Kerkrade,1,2,Verloren
04-09-1982,Go Ahead Eagles,Excelsior Rotterdam,2,1,Gewonnen
05-09-1982,FC Groningen,HFC Haarlem,2,2,Gelijk
05-09-1982,Feyenoord,N.E.C.,1,0,Gewonnen
05-09-1982,Willem II,PEC Zwolle,5,2,Gewonnen
05-09-1982,FC Utrecht,FC Twente,3,2,Gewonnen
05-09-1982,Ajax,NAC Breda,4,1,Gewonnen
07-09-1982,Excelsior Rotterdam,Ajax,0,3,Verloren
08-09-1982,PEC Zwolle,FC Utrecht,1,1,Gelijk
08-09-1982,FC Twente,Feyenoord,1,1,Gelijk
08-09-1982,Roda JC Kerkrade,Willem II,1,0,Gewonnen
08-09-1982,PSV,Fortuna Sittard,3,1,Gewonnen
08-09-1982,NAC Breda,HFC Haarlem,1,1,Gelijk
08-09-1982,N.E.C.,Helmond Sport,1,1,Gelijk
08-09-1982,AZ,FC Groningen,0,0,Gelijk
08-09-1982,Sparta Rotterdam,Go Ahead Eagles,2,2,Gelijk
11-09-1982,HFC Haarlem,Excelsior Rotterdam,0,0,Gelijk
11-09-1982,Helmond Sport,FC Twente,0,0,Gelijk
11-09-1982,Ajax,Sparta Rotterdam,1,1,Gelijk
11-09-1982,Fortuna Sittard,N.E.C.,1,0,Gewonnen
11-09-1982,Go Ahead Eagles,PSV,2,4,Verloren
12-09-1982,Willem II,AZ,0,3,Verloren
12-09-1982,Feyenoord,PEC Zwolle,1,1,Gelijk
