Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
20-08-1988,VVV-Venlo,Roda JC Kerkrade,2,2,Gelijk
20-08-1988,Willem II,Sparta Rotterdam,2,2,Gelijk
20-08-1988,MVV Maastricht,HFC Haarlem,1,1,Gelijk
20-08-1988,SC Veendam,PEC Zwolle,1,2,Verloren
21-08-1988,FC Volendam,RKC Waalwijk,4,2,Gewonnen
21-08-1988,FC Den Bosch,FC Twente,1,1,Gelijk
21-08-1988,Feyenoord,PSV,2,2,Gelijk
21-08-1988,FC Utrecht,FC Groningen,3,2,Gewonnen
21-08-1988,Fortuna Sittard,Ajax,2,1,Gewonnen
24-08-1988,RKC Waalwijk,Feyenoord,1,1,Gelijk
24-08-1988,Sparta Rotterdam,FC Den Bosch,1,1,Gelijk
24-08-1988,FC Twente,VVV-Venlo,1,0,Gewonnen
24-08-1988,Roda JC Kerkrade,FC Volendam,0,0,Gelijk
24-08-1988,PEC Zwolle,Willem II,3,2,Gewonnen
24-08-1988,FC Groningen,Fortuna Sittard,2,2,Gelijk
24-08-1988,HFC Haarlem,FC Utrecht,2,1,Gewonnen
24-08-1988,Ajax,SC Veendam,4,0,Gewonnen
27-08-1988,PSV,FC Volendam,2,0,Gewonnen
28-08-1988,Roda JC Kerkrade,FC Den Bosch,3,2,Gewonnen
28-08-1988,Sparta Rotterdam,SC Veendam,3,1,Gewonnen
28-08-1988,FC Utrecht,Fortuna Sittard,3,1,Gewonnen
28-08-1988,RKC Waalwijk,VVV-Venlo,6,0,Gewonnen
28-08-1988,FC Twente,Willem II,0,0,Gelijk
28-08-1988,HFC Haarlem,Feyenoord,1,2,Verloren
28-08-1988,FC Groningen,MVV Maastricht,4,1,Gewonnen
31-08-1988,FC Den Bosch,RKC Waalwijk,1,0,Gewonnen
31-08-1988,Fortuna Sittard,PEC Zwolle,1,0,Gewonnen
31-08-1988,MVV Maastricht,FC Utrecht,0,2,Verloren
31-08-1988,Willem II,Roda JC Kerkrade,1,0,Gewonnen
31-08-1988,VVV-Venlo,PSV,0,2,Verloren
31-08-1988,SC Veendam,FC Twente,0,3,Verloren
31-08-1988,FC Volendam,HFC Haarlem,4,0,Gewonnen
31-08-1988,Ajax,Sparta Rotterdam,2,1,Gewonnen
31-08-1988,Feyenoord,FC Groningen,2,1,Gewonnen
03-09-1988,Roda JC Kerkrade,SC Veendam,2,0,Gewonnen
03-09-1988,MVV Maastricht,Fortuna Sittard,2,1,Gewonnen
04-09-1988,HFC Haarlem,VVV-Venlo,2,0,Gewonnen
04-09-1988,PSV,FC Den Bosch,5,2,Gewonnen
04-09-1988,FC Twente,Ajax,2,1,Gewonnen
04-09-1988,Sparta Rotterdam,PEC Zwolle,3,1,Gewonnen
04-09-1988,FC Utrecht,Feyenoord,3,1,Gewonnen
04-09-1988,RKC Waalwijk,Willem II,3,1,Gewonnen
04-09-1988,FC Groningen,FC Volendam,4,0,Gewonnen
16-09-1988,PEC Zwolle,FC Twente,2,2,Gelijk
17-09-1988,VVV-Venlo,FC Groningen,1,1,Gelijk
17-09-1988,Fortuna Sittard,Sparta Rotterdam,3,0,Gewonnen
17-09-1988,SC Veendam,RKC Waalwijk,2,0,Gewonnen
18-09-1988,FC Volendam,FC Utrecht,4,0,Gewonnen
18-09-1988,Feyenoord,MVV Maastricht,5,2,Gewonnen
18-09-1988,FC Den Bosch,HFC Haarlem,2,5,Verloren
18-09-1988,Ajax,Roda JC Kerkrade,3,3,Gelijk
18-09-1988,Willem II,PSV,1,3,Verloren
21-09-1988,PSV,MVV Maastricht,3,1,Gewonnen
21-09-1988,PEC Zwolle,Ajax,4,1,Gewonnen
24-09-1988,PSV,SC Veendam,3,1,Gewonnen
24-09-1988,MVV Maastricht,FC Volendam,1,3,Verloren
25-09-1988,Roda JC Kerkrade,PEC Zwolle,2,1,Gewonnen
25-09-1988,FC Groningen,FC Den Bosch,4,0,Gewonnen
25-09-1988,RKC Waalwijk,Ajax,3,1,Gewonnen
25-09-1988,FC Utrecht,VVV-Venlo,0,0,Gelijk
25-09-1988,HFC Haarlem,Willem II,2,2,Gelijk
25-09-1988,FC Twente,Sparta Rotterdam,2,0,Gewonnen
25-09-1988,Feyenoord,Fortuna Sittard,4,2,Gewonnen
07-10-1988,VVV-Venlo,MVV Maastricht,1,1,Gelijk
07-10-1988,PEC Zwolle,RKC Waalwijk,3,0,Gewonnen
08-10-1988,Fortuna Sittard,FC Twente,0,0,Gelijk
08-10-1988,SC Veendam,HFC Haarlem,2,0,Gewonnen
08-10-1988,Willem II,FC Groningen,2,3,Verloren
09-10-1988,Ajax,PSV,2,0,Gewonnen
