Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
20-08-1998,sc Heerenveen,FC Twente,1,0,Gewonnen
21-08-1998,Fortuna Sittard,Feyenoord,1,2,Verloren
22-08-1998,Vitesse,Roda JC Kerkrade,1,0,Gewonnen
22-08-1998,AZ,Sparta Rotterdam,2,0,Gewonnen
22-08-1998,SC Cambuur,PSV,1,1,Gelijk
22-08-1998,MVV Maastricht,De Graafschap,1,2,Verloren
22-08-1998,RKC Waalwijk,N.E.C.,0,1,Verloren
23-08-1998,NAC Breda,FC Utrecht,2,4,Verloren
23-08-1998,Ajax,Willem II,2,0,Gewonnen
28-08-1998,Roda JC Kerkrade,Ajax,0,2,Verloren
29-08-1998,AZ,Vitesse,0,0,Gelijk
29-08-1998,Willem II,Fortuna Sittard,1,0,Gewonnen
29-08-1998,PSV,sc Heerenveen,1,2,Verloren
30-08-1998,FC Utrecht,SC Cambuur,3,0,Gewonnen
30-08-1998,FC Twente,Sparta Rotterdam,1,0,Gewonnen
30-08-1998,N.E.C.,NAC Breda,1,1,Gelijk
30-08-1998,Feyenoord,MVV Maastricht,3,1,Gewonnen
05-09-1998,De Graafschap,RKC Waalwijk,2,2,Gelijk
06-09-1998,Sparta Rotterdam,Roda JC Kerkrade,1,1,Gelijk
08-09-1998,RKC Waalwijk,PSV,3,4,Verloren
08-09-1998,Feyenoord,De Graafschap,5,0,Gewonnen
08-09-1998,sc Heerenveen,Willem II,2,2,Gelijk
09-09-1998,NAC Breda,FC Twente,1,1,Gelijk
09-09-1998,MVV Maastricht,FC Utrecht,1,4,Verloren
09-09-1998,Fortuna Sittard,Vitesse,0,2,Verloren
09-09-1998,SC Cambuur,N.E.C.,2,2,Gelijk
09-09-1998,Ajax,AZ,5,1,Gewonnen
11-09-1998,sc Heerenveen,Feyenoord,0,1,Verloren
12-09-1998,PSV,MVV Maastricht,2,0,Gewonnen
12-09-1998,Roda JC Kerkrade,NAC Breda,3,1,Gewonnen
12-09-1998,Willem II,Sparta Rotterdam,3,2,Gewonnen
12-09-1998,Fortuna Sittard,AZ,2,2,Gelijk
12-09-1998,Vitesse,SC Cambuur,4,2,Gewonnen
13-09-1998,FC Twente,RKC Waalwijk,1,0,Gewonnen
13-09-1998,FC Utrecht,Ajax,2,2,Gelijk
13-09-1998,De Graafschap,N.E.C.,2,1,Gewonnen
18-09-1998,N.E.C.,Roda JC Kerkrade,3,1,Gewonnen
19-09-1998,MVV Maastricht,Vitesse,4,2,Gewonnen
19-09-1998,SC Cambuur,FC Twente,0,2,Verloren
19-09-1998,AZ,Willem II,1,1,Gelijk
20-09-1998,Sparta Rotterdam,NAC Breda,0,2,Verloren
20-09-1998,FC Utrecht,Fortuna Sittard,1,1,Gelijk
20-09-1998,RKC Waalwijk,sc Heerenveen,0,4,Verloren
20-09-1998,Ajax,De Graafschap,1,1,Gelijk
22-09-1998,PSV,Feyenoord,1,2,Verloren
23-09-1998,NAC Breda,AZ,1,1,Gelijk
23-09-1998,De Graafschap,Sparta Rotterdam,0,3,Verloren
23-09-1998,FC Twente,MVV Maastricht,2,1,Gewonnen
23-09-1998,Willem II,SC Cambuur,2,1,Gewonnen
23-09-1998,sc Heerenveen,FC Utrecht,1,0,Gewonnen
23-09-1998,Vitesse,RKC Waalwijk,2,0,Gewonnen
23-09-1998,Fortuna Sittard,Ajax,1,0,Gewonnen
26-09-1998,N.E.C.,sc Heerenveen,2,0,Gewonnen
26-09-1998,Fortuna Sittard,MVV Maastricht,0,1,Verloren
26-09-1998,SC Cambuur,De Graafschap,2,0,Gewonnen
26-09-1998,Roda JC Kerkrade,RKC Waalwijk,0,0,Gelijk
26-09-1998,Feyenoord,Willem II,3,2,Gewonnen
26-09-1998,Vitesse,Sparta Rotterdam,5,1,Gewonnen
27-09-1998,FC Utrecht,FC Twente,0,3,Verloren
27-09-1998,AZ,PSV,4,1,Gewonnen
27-09-1998,Ajax,NAC Breda,1,0,Gewonnen
02-10-1998,PSV,Fortuna Sittard,2,0,Gewonnen
03-10-1998,MVV Maastricht,SC Cambuur,3,0,Gewonnen
03-10-1998,Willem II,Roda JC Kerkrade,1,2,Verloren
04-10-1998,RKC Waalwijk,AZ,2,3,Verloren
04-10-1998,FC Utrecht,N.E.C.,2,3,Verloren
04-10-1998,De Graafschap,Vitesse,0,0,Gelijk
04-10-1998,FC Twente,Feyenoord,1,1,Gelijk
04-10-1998,Sparta Rotterdam,Ajax,2,0,Gewonnen
04-10-1998,sc Heerenveen,NAC Breda,2,1,Gewonnen
16-10-1998,AZ,sc Heerenveen,1,3,Verloren
17-10-1998,NAC Breda,MVV Maastricht,2,0,Gewonnen
17-10-1998,SC Cambuur,RKC Waalwijk,1,1,Gelijk
17-10-1998,Fortuna Sittard,Sparta Rotterdam,2,1,Gewonnen
17-10-1998,Feyenoord,Roda JC Kerkrade,0,0,Gelijk
17-10-1998,Vitesse,Willem II,3,2,Gewonnen
18-10-1998,N.E.C.,PSV,2,2,Gelijk
18-10-1998,De Graafschap,FC Utrecht,0,0,Gelijk
18-10-1998,Ajax,FC Twente,5,0,Gewonnen
23-10-1998,N.E.C.,AZ,2,2,Gelijk
23-10-1998,Roda JC Kerkrade,Fortuna Sittard,5,3,Gewonnen
24-10-1998,MVV Maastricht,RKC Waalwijk,1,0,Gewonnen
24-10-1998,FC Twente,De Graafschap,2,1,Gewonnen
25-10-1998,FC Utrecht,Feyenoord,2,3,Verloren
25-10-1998,Ajax,SC Cambuur,4,0,Gewonnen
25-10-1998,Sparta Rotterdam,sc Heerenveen,3,1,Gewonnen
25-10-1998,Willem II,PSV,4,2,Gewonnen
30-10-1998,Fortuna Sittard,FC Twente,0,3,Verloren
31-10-1998,SC Cambuur,NAC Breda,3,1,Gewonnen
31-10-1998,sc Heerenveen,Vitesse,2,1,Gewonnen
31-10-1998,MVV Maastricht,Willem II,1,1,Gelijk
31-10-1998,PSV,Sparta Rotterdam,4,0,Gewonnen
31-10-1998,Feyenoord,AZ,1,2,Verloren
01-11-1998,RKC Waalwijk,De Graafschap,1,2,Verloren
01-11-1998,FC Utrecht,Roda JC Kerkrade,0,3,Verloren
01-11-1998,N.E.C.,Ajax,0,4,Verloren
06-11-1998,RKC Waalwijk,FC Utrecht,2,5,Verloren
07-11-1998,Roda JC Kerkrade,SC Cambuur,1,0,Gewonnen
07-11-1998,De Graafschap,Willem II,2,2,Gelijk
08-11-1998,Sparta Rotterdam,MVV Maastricht,0,0,Gelijk
08-11-1998,Vitesse,N.E.C.,1,0,Gewonnen
08-11-1998,FC Twente,PSV,2,2,Gelijk
08-11-1998,AZ,Ajax,1,1,Gelijk
08-11-1998,sc Heerenveen,Fortuna Sittard,2,0,Gewonnen
11-11-1998,NAC Breda,N.E.C.,1,2,Verloren
11-11-1998,FC Twente,sc Heerenveen,1,2,Verloren
11-11-1998,Fortuna Sittard,De Graafschap,0,0,Gelijk
11-11-1998,SC Cambuur,AZ,0,0,Gelijk
11-11-1998,MVV Maastricht,Feyenoord,1,3,Verloren
11-11-1998,Willem II,RKC Waalwijk,3,0,Gewonnen
11-11-1998,Ajax,Roda JC Kerkrade,2,1,Gewonnen
12-11-1998,PSV,Vitesse,3,1,Gewonnen
14-11-1998,De Graafschap,Roda JC Kerkrade,2,3,Verloren
14-11-1998,MVV Maastricht,AZ,2,1,Gewonnen
14-11-1998,N.E.C.,FC Twente,2,2,Gelijk
15-11-1998,Vitesse,FC Utrecht,2,0,Gewonnen
15-11-1998,RKC Waalwijk,Sparta Rotterdam,5,1,Gewonnen
15-11-1998,Feyenoord,Fortuna Sittard,4,1,Gewonnen
15-11-1998,Willem II,NAC Breda,2,1,Gewonnen
15-11-1998,Ajax,PSV,2,2,Gelijk
20-11-1998,MVV Maastricht,N.E.C.,0,3,Verloren
21-11-1998,NAC Breda,Fortuna Sittard,1,1,Gelijk
