Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
01-09-1974,AZ,FC Wageningen,1,0,Gewonnen
01-09-1974,MVV Maastricht,PSV,1,3,Verloren
01-09-1974,Go Ahead Eagles,FC Amsterdam,1,1,Gelijk
01-09-1974,Ajax,Excelsior Rotterdam,2,0,Gewonnen
01-09-1974,De Graafschap,NAC Breda,1,0,Gewonnen
01-09-1974,FC Utrecht,FC Twente,0,0,Gelijk
01-09-1974,HFC Haarlem,Telstar,1,1,Gelijk
01-09-1974,Feyenoord,Roda JC Kerkrade,4,0,Gewonnen
01-09-1974,ADO Den Haag,Sparta Rotterdam,0,0,Gelijk
08-09-1974,FC Wageningen,De Graafschap,1,1,Gelijk
08-09-1974,Telstar,AZ,1,0,Gewonnen
08-09-1974,FC Twente,HFC Haarlem,4,0,Gewonnen
08-09-1974,Roda JC Kerkrade,Go Ahead Eagles,2,1,Gewonnen
08-09-1974,FC Amsterdam,FC Utrecht,1,1,Gelijk
08-09-1974,Excelsior Rotterdam,ADO Den Haag,0,0,Gelijk
08-09-1974,NAC Breda,Ajax,1,4,Verloren
08-09-1974,PSV,Feyenoord,3,2,Gewonnen
14-09-1974,Sparta Rotterdam,PSV,1,2,Verloren
14-09-1974,Ajax,FC Wageningen,3,1,Gewonnen
15-09-1974,HFC Haarlem,FC Amsterdam,1,3,Verloren
15-09-1974,ADO Den Haag,NAC Breda,4,1,Gewonnen
15-09-1974,MVV Maastricht,Excelsior Rotterdam,0,1,Verloren
15-09-1974,Go Ahead Eagles,Feyenoord,0,6,Verloren
15-09-1974,AZ,FC Twente,1,1,Gelijk
15-09-1974,FC Utrecht,Roda JC Kerkrade,1,3,Verloren
15-09-1974,De Graafschap,Telstar,1,1,Gelijk
21-09-1974,Excelsior Rotterdam,Sparta Rotterdam,2,2,Gelijk
21-09-1974,PSV,Go Ahead Eagles,5,1,Gewonnen
22-09-1974,Telstar,Ajax,1,4,Verloren
22-09-1974,Roda JC Kerkrade,HFC Haarlem,4,2,Gewonnen
22-09-1974,Feyenoord,FC Utrecht,5,0,Gewonnen
22-09-1974,NAC Breda,MVV Maastricht,1,1,Gelijk
22-09-1974,FC Wageningen,ADO Den Haag,1,1,Gelijk
22-09-1974,FC Twente,De Graafschap,2,0,Gewonnen
28-09-1974,Ajax,FC Twente,1,0,Gewonnen
28-09-1974,Sparta Rotterdam,NAC Breda,4,2,Gewonnen
29-09-1974,De Graafschap,FC Amsterdam,2,1,Gewonnen
29-09-1974,Excelsior Rotterdam,PSV,1,3,Verloren
29-09-1974,HFC Haarlem,Feyenoord,0,3,Verloren
29-09-1974,AZ,Roda JC Kerkrade,0,0,Gelijk
29-09-1974,ADO Den Haag,Telstar,2,0,Gewonnen
29-09-1974,FC Utrecht,Go Ahead Eagles,3,0,Gewonnen
29-09-1974,MVV Maastricht,FC Wageningen,2,1,Gewonnen
06-10-1974,Sparta Rotterdam,MVV Maastricht,2,2,Gelijk
06-10-1974,FC Amsterdam,AZ,0,0,Gelijk
12-10-1974,Go Ahead Eagles,HFC Haarlem,2,0,Gewonnen
12-10-1974,PSV,FC Utrecht,6,0,Gewonnen
13-10-1974,Roda JC Kerkrade,De Graafschap,2,0,Gewonnen
13-10-1974,NAC Breda,Excelsior Rotterdam,1,1,Gelijk
13-10-1974,FC Amsterdam,Ajax,1,2,Verloren
13-10-1974,Telstar,MVV Maastricht,2,0,Gewonnen
13-10-1974,FC Twente,ADO Den Haag,3,0,Gewonnen
13-10-1974,FC Wageningen,Sparta Rotterdam,1,0,Gewonnen
13-10-1974,Feyenoord,AZ,2,1,Gewonnen
20-10-1974,De Graafschap,Feyenoord,1,6,Verloren
20-10-1974,Sparta Rotterdam,Telstar,4,1,Gewonnen
20-10-1974,HFC Haarlem,FC Utrecht,1,0,Gewonnen
20-10-1974,MVV Maastricht,FC Twente,2,4,Verloren
20-10-1974,ADO Den Haag,FC Amsterdam,2,1,Gewonnen
20-10-1974,Excelsior Rotterdam,FC Wageningen,1,0,Gewonnen
20-10-1974,Ajax,Roda JC Kerkrade,6,1,Gewonnen
20-10-1974,NAC Breda,PSV,0,4,Verloren
20-10-1974,AZ,Go Ahead Eagles,1,0,Gewonnen
26-10-1974,Go Ahead Eagles,De Graafschap,2,0,Gewonnen
27-10-1974,FC Twente,Sparta Rotterdam,1,0,Gewonnen
27-10-1974,FC Wageningen,NAC Breda,1,1,Gelijk
27-10-1974,FC Utrecht,AZ,2,1,Gewonnen
27-10-1974,Roda JC Kerkrade,ADO Den Haag,3,1,Gewonnen
27-10-1974,Telstar,Excelsior Rotterdam,1,1,Gelijk
27-10-1974,Feyenoord,Ajax,2,1,Gewonnen
27-10-1974,PSV,HFC Haarlem,3,2,Gewonnen
27-10-1974,FC Amsterdam,MVV Maastricht,0,0,Gelijk
02-11-1974,ADO Den Haag,Feyenoord,3,3,Gelijk
03-11-1974,Excelsior Rotterdam,FC Twente,3,1,Gewonnen
03-11-1974,NAC Breda,Telstar,1,1,Gelijk
03-11-1974,Ajax,Go Ahead Eagles,3,0,Gewonnen
03-11-1974,MVV Maastricht,Roda JC Kerkrade,3,2,Gewonnen
03-11-1974,AZ,HFC Haarlem,2,0,Gewonnen
03-11-1974,Sparta Rotterdam,FC Amsterdam,2,1,Gewonnen
03-11-1974,De Graafschap,FC Utrecht,2,1,Gewonnen
03-11-1974,FC Wageningen,PSV,1,1,Gelijk
10-11-1974,Telstar,FC Wageningen,3,1,Gewonnen
10-11-1974,FC Twente,NAC Breda,2,0,Gewonnen
10-11-1974,Feyenoord,MVV Maastricht,2,1,Gewonnen
10-11-1974,Roda JC Kerkrade,Sparta Rotterdam,1,1,Gelijk
10-11-1974,Go Ahead Eagles,ADO Den Haag,3,1,Gewonnen
10-11-1974,FC Utrecht,Ajax,1,1,Gelijk
10-11-1974,HFC Haarlem,De Graafschap,0,4,Verloren
10-11-1974,PSV,AZ,4,0,Gewonnen
10-11-1974,FC Amsterdam,Excelsior Rotterdam,1,1,Gelijk
17-11-1974,FC Wageningen,FC Twente,2,1,Gewonnen
17-11-1974,ADO Den Haag,FC Utrecht,1,2,Verloren
17-11-1974,Excelsior Rotterdam,Roda JC Kerkrade,2,1,Gewonnen
17-11-1974,Ajax,HFC Haarlem,4,0,Gewonnen
17-11-1974,MVV Maastricht,Go Ahead Eagles,1,0,Gewonnen
17-11-1974,NAC Breda,FC Amsterdam,3,0,Gewonnen
17-11-1974,De Graafschap,AZ,0,5,Verloren
17-11-1974,Telstar,PSV,2,2,Gelijk
17-11-1974,Sparta Rotterdam,Feyenoord,0,0,Gelijk
01-12-1974,Go Ahead Eagles,Sparta Rotterdam,1,1,Gelijk
01-12-1974,FC Utrecht,MVV Maastricht,4,2,Gewonnen
01-12-1974,Roda JC Kerkrade,NAC Breda,1,0,Gewonnen
01-12-1974,FC Amsterdam,FC Wageningen,1,1,Gelijk
01-12-1974,AZ,Ajax,3,0,Gewonnen
01-12-1974,FC Twente,Telstar,1,1,Gelijk
01-12-1974,Feyenoord,Excelsior Rotterdam,2,1,Gewonnen
01-12-1974,HFC Haarlem,ADO Den Haag,1,1,Gelijk
01-12-1974,PSV,De Graafschap,3,0,Gewonnen
08-12-1974,Sparta Rotterdam,FC Utrecht,1,0,Gewonnen
08-12-1974,MVV Maastricht,HFC Haarlem,2,2,Gelijk
08-12-1974,FC Wageningen,Roda JC Kerkrade,2,2,Gelijk
08-12-1974,Excelsior Rotterdam,Go Ahead Eagles,1,2,Verloren
08-12-1974,ADO Den Haag,AZ,0,0,Gelijk
08-12-1974,NAC Breda,Feyenoord,1,5,Verloren
08-12-1974,Telstar,FC Amsterdam,0,2,Verloren
15-12-1974,AZ,MVV Maastricht,2,0,Gewonnen
15-12-1974,De Graafschap,ADO Den Haag,1,0,Gewonnen
15-12-1974,FC Amsterdam,FC Twente,0,3,Verloren
15-12-1974,FC Utrecht,Excelsior Rotterdam,3,1,Gewonnen
15-12-1974,Go Ahead Eagles,NAC Breda,2,0,Gewonnen
15-12-1974,Roda JC Kerkrade,Telstar,0,1,Verloren
15-12-1974,Feyenoord,FC Wageningen,8,2,Gewonnen
15-12-1974,PSV,Ajax,1,1,Gelijk
15-12-1974,HFC Haarlem,Sparta Rotterdam,1,3,Verloren
22-12-1974,NAC Breda,FC Utrecht,3,1,Gewonnen
22-12-1974,Sparta Rotterdam,AZ,0,0,Gelijk
22-12-1974,ADO Den Haag,Ajax,1,0,Gewonnen
22-12-1974,MVV Maastricht,De Graafschap,1,0,Gewonnen
22-12-1974,Excelsior Rotterdam,HFC Haarlem,1,1,Gelijk
22-12-1974,FC Twente,Roda JC Kerkrade,3,0,Gewonnen
22-12-1974,FC Amsterdam,PSV,1,2,Verloren
22-12-1974,Telstar,Feyenoord,0,4,Verloren
22-12-1974,FC Wageningen,Go Ahead Eagles,1,0,Gewonnen
05-01-1975,AZ,Excelsior Rotterdam,1,1,Gelijk
05-01-1975,Feyenoord,FC Twente,4,0,Gewonnen
05-01-1975,FC Utrecht,FC Wageningen,7,1,Gewonnen
05-01-1975,HFC Haarlem,NAC Breda,1,1,Gelijk
05-01-1975,ADO Den Haag,PSV,1,1,Gelijk
05-01-1975,Roda JC Kerkrade,FC Amsterdam,1,1,Gelijk
05-01-1975,Go Ahead Eagles,Telstar,0,0,Gelijk
05-01-1975,Ajax,MVV Maastricht,4,2,Gewonnen
05-01-1975,De Graafschap,Sparta Rotterdam,0,0,Gelijk
12-01-1975,NAC Breda,De Graafschap,1,1,Gelijk
12-01-1975,FC Amsterdam,Go Ahead Eagles,2,0,Gewonnen
12-01-1975,PSV,MVV Maastricht,1,1,Gelijk
12-01-1975,FC Twente,FC Utrecht,4,1,Gewonnen
12-01-1975,Sparta Rotterdam,ADO Den Haag,0,0,Gelijk
12-01-1975,Telstar,HFC Haarlem,2,2,Gelijk
12-01-1975,FC Wageningen,AZ,2,6,Verloren
12-01-1975,Excelsior Rotterdam,Ajax,1,2,Verloren
12-01-1975,Roda JC Kerkrade,Feyenoord,1,0,Gewonnen
19-01-1975,MVV Maastricht,Sparta Rotterdam,1,1,Gelijk
19-01-1975,FC Utrecht,FC Amsterdam,2,2,Gelijk
19-01-1975,Ajax,NAC Breda,5,1,Gewonnen
19-01-1975,Go Ahead Eagles,Roda JC Kerkrade,2,2,Gelijk
19-01-1975,AZ,Telstar,2,1,Gewonnen
19-01-1975,De Graafschap,FC Wageningen,1,0,Gewonnen
19-01-1975,Feyenoord,PSV,2,3,Verloren
19-01-1975,HFC Haarlem,FC Twente,1,0,Gewonnen
19-01-1975,ADO Den Haag,Excelsior Rotterdam,1,0,Gewonnen
25-01-1975,FC Twente,AZ,1,1,Gelijk
25-01-1975,PSV,Sparta Rotterdam,1,0,Gewonnen
26-01-1975,Feyenoord,Go Ahead Eagles,3,1,Gewonnen
26-01-1975,Telstar,De Graafschap,2,1,Gewonnen
26-01-1975,Roda JC Kerkrade,FC Utrecht,3,0,Gewonnen
26-01-1975,NAC Breda,ADO Den Haag,2,2,Gelijk
26-01-1975,Excelsior Rotterdam,MVV Maastricht,0,0,Gelijk
26-01-1975,FC Wageningen,Ajax,0,2,Verloren
26-01-1975,FC Amsterdam,HFC Haarlem,2,1,Gewonnen
28-01-1975,FC Twente,PSV,2,1,Gewonnen
29-01-1975,Ajax,De Graafschap,3,1,Gewonnen
02-02-1975,Ajax,Telstar,1,1,Gelijk
02-02-1975,ADO Den Haag,FC Wageningen,2,0,Gewonnen
02-02-1975,Sparta Rotterdam,Excelsior Rotterdam,3,1,Gewonnen
02-02-1975,MVV Maastricht,NAC Breda,0,1,Verloren
02-02-1975,AZ,FC Amsterdam,2,0,Gewonnen
02-02-1975,HFC Haarlem,Roda JC Kerkrade,4,2,Gewonnen
02-02-1975,FC Utrecht,Feyenoord,0,0,Gelijk
02-02-1975,De Graafschap,FC Twente,0,1,Verloren
02-02-1975,Go Ahead Eagles,PSV,0,0,Gelijk
15-02-1975,PSV,Excelsior Rotterdam,7,0,Gewonnen
16-02-1975,NAC Breda,Sparta Rotterdam,0,2,Verloren
16-02-1975,FC Twente,Ajax,1,3,Verloren
16-02-1975,Telstar,ADO Den Haag,1,0,Gewonnen
16-02-1975,Go Ahead Eagles,FC Utrecht,1,1,Gelijk
16-02-1975,Feyenoord,HFC Haarlem,4,0,Gewonnen
16-02-1975,FC Amsterdam,De Graafschap,6,0,Gewonnen
16-02-1975,Roda JC Kerkrade,AZ,2,2,Gelijk
16-02-1975,FC Wageningen,MVV Maastricht,2,0,Gewonnen
23-02-1975,MVV Maastricht,Telstar,2,2,Gelijk
23-02-1975,Excelsior Rotterdam,NAC Breda,3,0,Gewonnen
23-02-1975,HFC Haarlem,Go Ahead Eagles,2,0,Gewonnen
23-02-1975,Sparta Rotterdam,FC Wageningen,3,3,Gelijk
23-02-1975,De Graafschap,Roda JC Kerkrade,1,1,Gelijk
23-02-1975,AZ,Feyenoord,1,1,Gelijk
23-02-1975,Ajax,FC Amsterdam,2,4,Verloren
23-02-1975,ADO Den Haag,FC Twente,1,3,Verloren
23-02-1975,FC Utrecht,PSV,0,0,Gelijk
01-03-1975,FC Twente,MVV Maastricht,2,2,Gelijk
01-03-1975,PSV,NAC Breda,1,0,Gewonnen
02-03-1975,FC Utrecht,HFC Haarlem,3,0,Gewonnen
02-03-1975,Feyenoord,De Graafschap,2,0,Gewonnen
02-03-1975,FC Amsterdam,ADO Den Haag,1,1,Gelijk
02-03-1975,Roda JC Kerkrade,Ajax,0,1,Verloren
02-03-1975,FC Wageningen,Excelsior Rotterdam,2,2,Gelijk
02-03-1975,Go Ahead Eagles,AZ,1,0,Gewonnen
