Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
18-08-1995,Fortuna Sittard,PSV,1,3,Verloren
19-08-1995,Go Ahead Eagles,FC Groningen,2,2,Gelijk
19-08-1995,Willem II,Sparta Rotterdam,6,0,Gewonnen
19-08-1995,Roda JC Kerkrade,sc Heerenveen,2,2,Gelijk
20-08-1995,FC Volendam,FC Twente,1,3,Verloren
20-08-1995,RKC Waalwijk,NAC Breda,2,2,Gelijk
20-08-1995,Ajax,FC Utrecht,4,0,Gewonnen
20-08-1995,Feyenoord,Vitesse,5,2,Gewonnen
20-08-1995,De Graafschap,N.E.C.,2,3,Verloren
23-08-1995,FC Groningen,Fortuna Sittard,2,0,Gewonnen
25-08-1995,N.E.C.,Ajax,0,6,Verloren
26-08-1995,Go Ahead Eagles,Willem II,0,2,Verloren
26-08-1995,sc Heerenveen,RKC Waalwijk,2,1,Gewonnen
27-08-1995,NAC Breda,PSV,3,0,Gewonnen
27-08-1995,Sparta Rotterdam,De Graafschap,4,1,Gewonnen
27-08-1995,FC Twente,Feyenoord,2,2,Gelijk
27-08-1995,FC Utrecht,FC Volendam,2,2,Gelijk
27-08-1995,Vitesse,Roda JC Kerkrade,0,0,Gelijk
29-08-1995,sc Heerenveen,FC Groningen,1,0,Gewonnen
08-09-1995,RKC Waalwijk,Vitesse,0,2,Verloren
09-09-1995,Roda JC Kerkrade,FC Twente,0,0,Gelijk
09-09-1995,N.E.C.,FC Utrecht,2,0,Gewonnen
09-09-1995,Willem II,Fortuna Sittard,4,0,Gewonnen
09-09-1995,PSV,sc Heerenveen,5,1,Gewonnen
10-09-1995,Feyenoord,FC Volendam,5,1,Gewonnen
10-09-1995,De Graafschap,Go Ahead Eagles,3,2,Gewonnen
10-09-1995,Ajax,Sparta Rotterdam,4,0,Gewonnen
12-09-1995,FC Groningen,NAC Breda,3,1,Gewonnen
15-09-1995,Sparta Rotterdam,N.E.C.,3,1,Gewonnen
16-09-1995,Vitesse,PSV,0,1,Verloren
16-09-1995,NAC Breda,Willem II,0,1,Verloren
16-09-1995,Fortuna Sittard,De Graafschap,1,0,Gewonnen
17-09-1995,FC Volendam,Roda JC Kerkrade,1,0,Gewonnen
17-09-1995,FC Twente,RKC Waalwijk,0,1,Verloren
17-09-1995,Go Ahead Eagles,Ajax,0,4,Verloren
17-09-1995,FC Utrecht,Feyenoord,1,0,Gewonnen
19-09-1995,De Graafschap,NAC Breda,1,1,Gelijk
20-09-1995,Willem II,sc Heerenveen,1,1,Gelijk
20-09-1995,FC Groningen,Vitesse,2,0,Gewonnen
