Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
13-08-2004,Roda JC Kerkrade,Vitesse,2,3,Verloren
14-08-2004,NAC Breda,FC Utrecht,3,2,Gewonnen
14-08-2004,RBC Roosendaal,PSV,2,5,Verloren
14-08-2004,N.E.C.,Willem II,2,0,Gewonnen
14-08-2004,AZ,sc Heerenveen,1,1,Gelijk
15-08-2004,FC Twente,Ajax,2,3,Verloren
15-08-2004,FC Groningen,RKC Waalwijk,0,0,Gelijk
15-08-2004,Feyenoord,De Graafschap,6,1,Gewonnen
15-08-2004,FC Den Bosch,ADO Den Haag,1,0,Gewonnen
20-08-2004,Vitesse,FC Groningen,1,0,Gewonnen
21-08-2004,PSV,AZ,5,1,Gewonnen
21-08-2004,ADO Den Haag,N.E.C.,1,2,Verloren
21-08-2004,sc Heerenveen,Roda JC Kerkrade,3,4,Verloren
21-08-2004,RKC Waalwijk,FC Twente,1,0,Gewonnen
22-08-2004,Willem II,Feyenoord,0,4,Verloren
22-08-2004,De Graafschap,FC Den Bosch,1,1,Gelijk
22-08-2004,Ajax,NAC Breda,6,2,Gewonnen
22-08-2004,FC Utrecht,RBC Roosendaal,5,1,Gewonnen
27-08-2004,FC Den Bosch,Willem II,1,2,Verloren
28-08-2004,NAC Breda,PSV,2,2,Gelijk
28-08-2004,Roda JC Kerkrade,De Graafschap,2,1,Gewonnen
28-08-2004,FC Twente,sc Heerenveen,4,1,Gewonnen
28-08-2004,N.E.C.,AZ,1,2,Verloren
29-08-2004,Vitesse,Feyenoord,1,1,Gelijk
29-08-2004,Ajax,FC Utrecht,1,1,Gelijk
29-08-2004,RBC Roosendaal,FC Groningen,2,2,Gelijk
29-08-2004,RKC Waalwijk,ADO Den Haag,1,3,Verloren
10-09-2004,AZ,FC Den Bosch,5,0,Gewonnen
11-09-2004,Willem II,Roda JC Kerkrade,3,1,Gewonnen
11-09-2004,PSV,RKC Waalwijk,1,0,Gewonnen
11-09-2004,sc Heerenveen,De Graafschap,2,0,Gewonnen
11-09-2004,RBC Roosendaal,Vitesse,4,1,Gewonnen
12-09-2004,ADO Den Haag,Ajax,3,3,Gelijk
12-09-2004,Feyenoord,FC Twente,3,1,Gewonnen
12-09-2004,FC Utrecht,N.E.C.,1,0,Gewonnen
12-09-2004,FC Groningen,NAC Breda,2,3,Verloren
17-09-2004,ADO Den Haag,Vitesse,0,4,Verloren
18-09-2004,N.E.C.,PSV,0,3,Verloren
18-09-2004,De Graafschap,FC Groningen,2,2,Gelijk
18-09-2004,sc Heerenveen,NAC Breda,3,0,Gewonnen
18-09-2004,RKC Waalwijk,RBC Roosendaal,2,0,Gewonnen
18-09-2004,FC Twente,Willem II,0,0,Gelijk
19-09-2004,Roda JC Kerkrade,AZ,1,1,Gelijk
19-09-2004,Feyenoord,FC Utrecht,0,3,Verloren
19-09-2004,FC Den Bosch,Ajax,0,5,Verloren
25-09-2004,RBC Roosendaal,Feyenoord,0,4,Verloren
25-09-2004,PSV,sc Heerenveen,4,0,Gewonnen
25-09-2004,AZ,Willem II,3,1,Gewonnen
25-09-2004,Vitesse,FC Den Bosch,0,0,Gelijk
25-09-2004,Ajax,Roda JC Kerkrade,1,0,Gewonnen
26-09-2004,FC Utrecht,ADO Den Haag,2,0,Gewonnen
26-09-2004,FC Groningen,N.E.C.,0,0,Gelijk
26-09-2004,De Graafschap,FC Twente,0,0,Gelijk
26-09-2004,NAC Breda,RKC Waalwijk,0,4,Verloren
01-10-2004,N.E.C.,RBC Roosendaal,3,0,Gewonnen
02-10-2004,NAC Breda,De Graafschap,3,2,Gewonnen
02-10-2004,PSV,FC Groningen,3,0,Gewonnen
02-10-2004,Willem II,Vitesse,3,2,Gewonnen
02-10-2004,FC Twente,Roda JC Kerkrade,2,3,Verloren
03-10-2004,AZ,Ajax,0,0,Gelijk
03-10-2004,FC Utrecht,RKC Waalwijk,3,2,Gewonnen
03-10-2004,Feyenoord,FC Den Bosch,4,2,Gewonnen
03-10-2004,sc Heerenveen,ADO Den Haag,1,0,Gewonnen
15-10-2004,De Graafschap,AZ,1,3,Verloren
16-10-2004,ADO Den Haag,PSV,0,2,Verloren
16-10-2004,FC Den Bosch,RBC Roosendaal,2,1,Gewonnen
16-10-2004,Ajax,sc Heerenveen,1,3,Verloren
17-10-2004,Roda JC Kerkrade,Feyenoord,0,2,Verloren
17-10-2004,RKC Waalwijk,N.E.C.,2,2,Gelijk
17-10-2004,FC Groningen,FC Utrecht,3,0,Gewonnen
17-10-2004,Vitesse,NAC Breda,1,2,Verloren
22-10-2004,Willem II,FC Groningen,4,2,Gewonnen
23-10-2004,RBC Roosendaal,FC Twente,0,1,Verloren
23-10-2004,N.E.C.,NAC Breda,3,3,Gelijk
23-10-2004,Vitesse,AZ,0,3,Verloren
24-10-2004,PSV,Ajax,2,0,Gewonnen
24-10-2004,sc Heerenveen,FC Utrecht,2,1,Gewonnen
24-10-2004,Roda JC Kerkrade,FC Den Bosch,5,0,Gewonnen
24-10-2004,De Graafschap,ADO Den Haag,1,2,Verloren
24-10-2004,Feyenoord,RKC Waalwijk,4,0,Gewonnen
27-10-2004,ADO Den Haag,FC Twente,0,1,Verloren
27-10-2004,NAC Breda,Roda JC Kerkrade,4,0,Gewonnen
27-10-2004,De Graafschap,Willem II,2,2,Gelijk
