Id,Datum,Thuis,Uit,Minuut,Soort,Speler
221,1957-05-19,BVC Amsterdam,Ajax,90,doelpunt,Willy  Schmidt
160,1956-11-11,BVV,VVV,9,doelpunt,Herman  Teeuwen
160,1956-11-11,BVV,VVV,11,doelpunt,Max van Beurden
160,1956-11-11,BVV,VVV,21,doelpunt,Leo  Snijders
160,1956-11-11,BVV,VVV,43,doelpunt,Leo  Snijders
160,1956-11-11,BVV,VVV,77,doelpunt,Herman  Teeuwen
170,1957-01-27,BVV,Feijenoord,16,doelpunt,Toon  Meerman
170,1957-01-27,BVV,Feijenoord,58,doelpunt,Cor van der Gijp
170,1957-01-27,BVV,Feijenoord,62,doelpunt,Cor van der Gijp
170,1957-01-27,BVV,Feijenoord,77,doelpunt,Toon  Meerman
170,1957-01-27,BVV,Feijenoord,82,doelpunt,Toon  Meerman
213,1956-12-26,BVV,Ajax,6,doelpunt,Piet van Overbeek
213,1956-12-26,BVV,Ajax,10,doelpunt,Wim  Heijmans
213,1956-12-26,BVV,Ajax,28,doelpunt,Wim  Heijmans
213,1956-12-26,BVV,Ajax,84,doelpunt,Wim  Bleijenberg
207,1957-01-20,GVAV,VVV,45,doelpunt,Faas  Wilkes
34,1956-09-02,PSV,MVV,14,doelpunt,Albert  Ummels
34,1956-09-02,PSV,MVV,30,doelpunt,Coen  Dillen
34,1956-09-02,PSV,MVV,46,doelpunt,Frans  Rutten
34,1956-09-02,PSV,MVV,61,penalty,Jeu van Bun
208,1957-01-06,Ajax,BVC Amsterdam,30,doelpunt,Rinus  Michels
208,1957-01-06,Ajax,BVC Amsterdam,52,doelpunt,Henk van der Sluis
208,1957-01-06,Ajax,BVC Amsterdam,80,doelpunt,Jos  Vonhof
208,1957-01-06,Ajax,BVC Amsterdam,50,penalty,Han  Tolmeyer
208,1957-01-06,Ajax,BVC Amsterdam,60,penalty,Gé van Dijk
234,1957-01-27,Fortuna '54,MVV,1,doelpunt,Bram  Appel
234,1957-01-27,Fortuna '54,MVV,86,doelpunt,Fons van Wissen
36,1957-03-24,PSV,Fortuna '54,25,doelpunt,Jean  Munsters
36,1957-03-24,PSV,Fortuna '54,70,doelpunt,Bram  Appel
36,1957-03-24,PSV,Fortuna '54,85,doelpunt,Coen  Dillen
152,1956-09-02,SC Enschede,Rapid JC,5,doelpunt,Huub  Janssen
152,1956-09-02,SC Enschede,Rapid JC,14,doelpunt,Joop  Janssen
152,1956-09-02,SC Enschede,Rapid JC,36,doelpunt,Noud van Melis
152,1956-09-02,SC Enschede,Rapid JC,60,doelpunt,Gerrit  Moddejonge jr.
152,1956-09-02,SC Enschede,Rapid JC,70,doelpunt,Abe  Lenstra
152,1956-09-02,SC Enschede,Rapid JC,88,doelpunt,Joop  Janssen
152,1956-09-02,SC Enschede,Rapid JC,37,penalty,Abe  Lenstra
200,1957-05-12,BVV,EVV Eindhoven,51,doelpunt,Jan  Louwers
200,1957-05-12,BVV,EVV Eindhoven,57,doelpunt,Willy  Slaats
200,1957-05-12,BVV,EVV Eindhoven,58,doelpunt,Piet van Overbeek
200,1957-05-12,BVV,EVV Eindhoven,65,doelpunt,Dick  Snoek
54,1957-05-19,MVV,BVV,27,doelpunt,Fons van Wissen
54,1957-05-19,MVV,BVV,49,doelpunt,Frans  Rutten
54,1957-05-19,MVV,BVV,63,doelpunt,Chris  Coenen
259,1956-12-02,GVAV,Elinkwijk,10,doelpunt,Bertus van Beek
259,1956-12-02,GVAV,Elinkwijk,25,doelpunt,Jan van Capelle
259,1956-12-02,GVAV,Elinkwijk,90,doelpunt,Heiko  Wolda
198,1957-05-30,Ajax,NOAD,58,doelpunt,Piet  Ouderland
198,1957-05-30,Ajax,NOAD,75,doelpunt,Loek den Edel
198,1957-05-30,Ajax,NOAD,81,doelpunt,Tini van Osch
58,1956-10-28,NAC,MVV,3,doelpunt,Louis  Overbeeke
58,1956-10-28,NAC,MVV,20,doelpunt,Frans  Rutten
58,1956-10-28,NAC,MVV,65,doelpunt,Piet  Vergouwen
232,1956-12-23,Fortuna '54,NOAD,56,doelpunt,Frits  Louer
232,1956-12-23,Fortuna '54,NOAD,58,doelpunt,Ab  Kentie
232,1956-12-23,Fortuna '54,NOAD,80,doelpunt,Tini van Osch
181,1956-09-23,DOS,EVV Eindhoven,23,doelpunt,Jan  Louwers
83,1956-09-23,VVV,MVV,1,doelpunt,Albert  Ummels
83,1956-09-23,VVV,MVV,25,doelpunt,Leo  Snijders
83,1956-09-23,VVV,MVV,83,doelpunt,Chris  Coenen
83,1956-09-23,VVV,MVV,61,penalty,Jeu van Bun
241,1957-01-06,Fortuna '54,Sparta,2,doelpunt,Jean  Munsters
241,1957-01-06,Fortuna '54,Sparta,20,doelpunt,Peet  Geel
24,1957-01-13,Rapid JC,BVV,9,doelpunt,Wim van Hintum
24,1957-01-13,Rapid JC,BVV,13,doelpunt,Noud van Melis
24,1957-01-13,Rapid JC,BVV,17,doelpunt,Max van Beurden
24,1957-01-13,Rapid JC,BVV,21,doelpunt,Wim  Heijmans
24,1957-01-13,Rapid JC,BVV,49,doelpunt,Noud van Melis
24,1957-01-13,Rapid JC,BVV,67,doelpunt,Johan  Adang
24,1957-01-13,Rapid JC,BVV,75,doelpunt,Noud van Melis
112,1957-01-27,Willem II,BVC Amsterdam,47,doelpunt,Ben  Weenink
112,1957-01-27,Willem II,BVC Amsterdam,70,doelpunt,Gerrit de Wit
112,1957-01-27,Willem II,BVC Amsterdam,85,doelpunt,Jos  Vonhof
28,1957-04-07,PSV,DOS,5,doelpunt,Cor  Luiten
28,1957-04-07,PSV,DOS,23,doelpunt,Cor  Smulders
28,1957-04-07,PSV,DOS,50,doelpunt,Theo  Buenen
28,1957-04-07,PSV,DOS,70,doelpunt,Theo  Buenen
28,1957-04-07,PSV,DOS,80,doelpunt,Tonny van der Linden
154,1956-10-21,BVV,PSV,17,doelpunt,Coen  Dillen
154,1956-10-21,BVV,PSV,82,doelpunt,Jan van den Heuvel
154,1956-10-21,BVV,PSV,90,doelpunt,Coen  Dillen
211,1957-02-03,BVC Amsterdam,NAC,80,doelpunt,Piet  Vergouwen
139,1957-05-12,SC Enschede,GVAV,25,doelpunt,Abe  Lenstra
139,1957-05-12,SC Enschede,GVAV,60,doelpunt,Piet de Koe
81,1957-05-15,VVV,NOAD,30,doelpunt,Jan  Meijer
81,1957-05-15,VVV,NOAD,43,doelpunt,Jan  Klaassens
81,1957-05-15,VVV,NOAD,75,doelpunt,Faas  Wilkes
265,1957-02-24,Fortuna '54,Willem II,13,doelpunt,Jan  Brooijmans
9,1957-06-02,PSV,EVV Eindhoven,4,doelpunt,Jan  Louwers
9,1957-06-02,PSV,EVV Eindhoven,7,doelpunt,Coen  Dillen
9,1957-06-02,PSV,EVV Eindhoven,15,doelpunt,Ad van Tuijl
9,1957-06-02,PSV,EVV Eindhoven,21,doelpunt,Jan van den Heuvel
9,1957-06-02,PSV,EVV Eindhoven,24,doelpunt,Coen  Dillen
9,1957-06-02,PSV,EVV Eindhoven,26,doelpunt,Piet  Fransen
9,1957-06-02,PSV,EVV Eindhoven,52,doelpunt,Frans  Tebak
9,1957-06-02,PSV,EVV Eindhoven,75,doelpunt,Jan van den Heuvel
9,1957-06-02,PSV,EVV Eindhoven,78,doelpunt,Cor  Vlemmix
9,1957-06-02,PSV,EVV Eindhoven,79,doelpunt,Jan van den Heuvel
9,1957-06-02,PSV,EVV Eindhoven,85,doelpunt,Frans  Tebak
190,1957-04-14,DOS,Fortuna '54,71,doelpunt,Andries  Nagtegaal
190,1957-04-14,DOS,Fortuna '54,77,doelpunt,Cor  Luiten
190,1957-04-14,DOS,Fortuna '54,86,doelpunt,Dirk  Lammers
190,1957-04-14,DOS,Fortuna '54,90,doelpunt,Jo  Dingena
222,1957-04-07,BVC Amsterdam,MVV,5,doelpunt,Loek  Feijen
222,1957-04-07,BVC Amsterdam,MVV,70,doelpunt,Jos  Vonhof
222,1957-04-07,BVC Amsterdam,MVV,72,doelpunt,Ben  Weenink
101,1957-02-17,Willem II,PSV,26,doelpunt,Jan van den Heuvel
101,1957-02-17,Willem II,PSV,38,doelpunt,Coen  Dillen
101,1957-02-17,Willem II,PSV,48,doelpunt,Jacques de Wit
101,1957-02-17,Willem II,PSV,49,doelpunt,Piet  Fransen
101,1957-02-17,Willem II,PSV,87,doelpunt,Piet  Fransen
101,1957-02-17,Willem II,PSV,62,penalty,Coen  Dillen
174,1956-12-16,EVV Eindhoven,Feijenoord,24,penalty,Gerard  Kerkum
93,1957-02-10,SC Enschede,Willem II,15,doelpunt,Gerrit  Moddejonge jr.
93,1957-02-10,SC Enschede,Willem II,18,doelpunt,Jan van Roessel
93,1957-02-10,SC Enschede,Willem II,20,doelpunt,Henny  Oonk
93,1957-02-10,SC Enschede,Willem II,40,doelpunt,Henny  Oonk
93,1957-02-10,SC Enschede,Willem II,69,doelpunt,Henny  Oonk
93,1957-02-10,SC Enschede,Willem II,74,doelpunt,Gerrit  Moddejonge jr.
78,1956-12-30,Rapid JC,Feijenoord,44,doelpunt,Huub  Janssen
78,1956-12-30,Rapid JC,Feijenoord,60,doelpunt,Huub  Janssen
78,1956-12-30,Rapid JC,Feijenoord,74,doelpunt,Johan  Adang
78,1956-12-30,Rapid JC,Feijenoord,79,doelpunt,Huub  Janssen
78,1956-12-30,Rapid JC,Feijenoord,90,penalty,Gerard  Kerkum
43,1956-11-11,MVV,Sparta,12,doelpunt,Jo  Toennaer
43,1956-11-11,MVV,Sparta,57,doelpunt,André  Vroemen
43,1956-11-11,MVV,Sparta,65,doelpunt,Toon  Couwenbergh
43,1956-11-11,MVV,Sparta,86,doelpunt,Ad  Verhoeven
43,1956-11-11,MVV,Sparta,50,penalty,Tinus  Bosselaar
203,1957-03-17,Ajax,Feijenoord,62,doelpunt,Willy  Schmidt
52,1956-11-25,MVV,EVV Eindhoven,34,doelpunt,André  Vroemen
52,1956-11-25,MVV,EVV Eindhoven,55,doelpunt,Jo  Toennaer
52,1956-11-25,MVV,EVV Eindhoven,60,doelpunt,Jo  Toennaer
90,1957-03-17,VVV,BVV,7,doelpunt,Hay  Lamberts
90,1957-03-17,VVV,BVV,8,doelpunt,Herman  Teeuwen
90,1957-03-17,VVV,BVV,18,doelpunt,Hans  Sleven
90,1957-03-17,VVV,BVV,54,doelpunt,Wim  Heijmans
6,1957-03-31,NOAD,Willem II,65,doelpunt,Frits  Louer
242,1957-04-22,Fortuna '54,Ajax,3,doelpunt,Wim  Bleijenberg
242,1957-04-22,Fortuna '54,Ajax,18,doelpunt,Gé van Dijk
242,1957-04-22,Fortuna '54,Ajax,52,doelpunt,Wim  Bleijenberg
242,1957-04-22,Fortuna '54,Ajax,64,doelpunt,Henk  Angenent
242,1957-04-22,Fortuna '54,Ajax,84,doelpunt,Henk  Angenent
206,1956-12-30,Ajax,DOS,28,doelpunt,Willy  Schmidt
206,1956-12-30,Ajax,DOS,72,doelpunt,Dirk  Lammers
206,1956-12-30,Ajax,DOS,83,doelpunt,Dirk  Lammers
247,1957-05-12,Feijenoord,Rapid JC,10,doelpunt,Huub  Bisschops
247,1957-05-12,Feijenoord,Rapid JC,75,doelpunt,Huub  Bisschops
247,1957-05-12,Feijenoord,Rapid JC,88,doelpunt,Toon  Meerman
247,1957-05-12,Feijenoord,Rapid JC,5,eigen doelpunt,Wiel  Smeets
247,1957-05-12,Feijenoord,Rapid JC,50,eigen doelpunt,Gerard  Kerkum
238,1956-09-02,Fortuna '54,EVV Eindhoven,1,doelpunt,Bram  Appel
238,1956-09-02,Fortuna '54,EVV Eindhoven,50,doelpunt,Bram  Appel
238,1956-09-02,Fortuna '54,EVV Eindhoven,60,doelpunt,Jan  Sanders
238,1956-09-02,Fortuna '54,EVV Eindhoven,72,doelpunt,Jean  Munsters
238,1956-09-02,Fortuna '54,EVV Eindhoven,90,doelpunt,André  Ravenstein
71,1957-03-31,NAC,Feijenoord,7,doelpunt,Cor van der Gijp
71,1957-03-31,NAC,Feijenoord,43,penalty,Leo  Canjels
134,1957-03-03,SC Enschede,DOS,49,doelpunt,Luc  Flad
134,1957-03-03,SC Enschede,DOS,75,doelpunt,Gerrit  Moddejonge jr.
134,1957-03-03,SC Enschede,DOS,90,doelpunt,Cor  Luiten
4,1957-03-17,PSV,BVC Amsterdam,27,doelpunt,Coen  Dillen
4,1957-03-17,PSV,BVC Amsterdam,56,doelpunt,Henk van der Sluis
4,1957-03-17,PSV,BVC Amsterdam,59,doelpunt,Loek  Feijen
4,1957-03-17,PSV,BVC Amsterdam,80,doelpunt,Coen  Dillen
180,1957-03-17,DOS,Willem II,6,doelpunt,Dirk  Lammers
180,1957-03-17,DOS,Willem II,55,doelpunt,Tonny van der Linden
180,1957-03-17,DOS,Willem II,62,doelpunt,Gerrit  Krommert
180,1957-03-17,DOS,Willem II,67,doelpunt,Wim  Visser
180,1957-03-17,DOS,Willem II,84,doelpunt,Piet de Jong
175,1957-04-14,EVV Eindhoven,Elinkwijk,28,doelpunt,Piet van Rooy
165,1957-04-07,BVV,NOAD,24,doelpunt,Nees  Kerssens
165,1957-04-07,BVV,NOAD,30,doelpunt,Max van Beurden
165,1957-04-07,BVV,NOAD,40,doelpunt,Max van Beurden
165,1957-04-07,BVV,NOAD,53,doelpunt,Nees  Kerssens
165,1957-04-07,BVV,NOAD,58,doelpunt,Wim van Hintum
165,1957-04-07,BVV,NOAD,88,doelpunt,Max van Beurden
286,1956-11-25,Feijenoord,NAC,18,doelpunt,Henk  Schouten
286,1956-11-25,Feijenoord,NAC,58,doelpunt,Louis  Overbeeke
286,1956-11-25,Feijenoord,NAC,65,doelpunt,Leo  Canjels
286,1956-11-25,Feijenoord,NAC,47,penalty,Gerard  Kerkum
12,1957-01-27,NOAD,NAC,25,doelpunt,Jan  Meijer
12,1957-01-27,NOAD,NAC,89,doelpunt,Janus  Broeders
12,1957-01-27,NOAD,NAC,61,penalty,Frits  Louer
62,1957-05-19,NAC,VVV,5,doelpunt,Pierre  Janse
62,1957-05-19,NAC,VVV,28,doelpunt,John  Geraeds
62,1957-05-19,NAC,VVV,56,doelpunt,Leo  Canjels
62,1957-05-19,NAC,VVV,86,doelpunt,Leo  Canjels
135,1957-03-03,Rapid JC,GVAV,4,doelpunt,Noud van Melis
135,1957-03-03,Rapid JC,GVAV,6,doelpunt,Rikkert  La Crois
135,1957-03-03,Rapid JC,GVAV,9,doelpunt,Noud van Melis
135,1957-03-03,Rapid JC,GVAV,82,doelpunt,Heiko  Wolda
239,1957-03-24,Feijenoord,NOAD,25,doelpunt,Tinus  Osterholt
239,1957-03-24,Feijenoord,NOAD,30,doelpunt,Jan  Meijer
239,1957-03-24,Feijenoord,NOAD,49,doelpunt,Coen  Moulijn
239,1957-03-24,Feijenoord,NOAD,62,doelpunt,Toon  Meerman
239,1957-03-24,Feijenoord,NOAD,75,doelpunt,Toon  Meerman
239,1957-03-24,Feijenoord,NOAD,87,doelpunt,Ab  Kentie
239,1957-03-24,Feijenoord,NOAD,89,doelpunt,Cor van der Gijp
216,1956-10-21,BVC Amsterdam,SC Enschede,17,doelpunt,Joop  Janssen
216,1956-10-21,BVC Amsterdam,SC Enschede,25,doelpunt,Henny  Moddejonge
137,1957-04-22,SC Enschede,NAC,52,doelpunt,Gerrit  Voges
137,1957-04-22,SC Enschede,NAC,75,doelpunt,Henny  Oonk
137,1957-04-22,SC Enschede,NAC,83,doelpunt,Wim  Feldmann
205,1957-02-10,Ajax,EVV Eindhoven,28,doelpunt,Huub  Tielens
205,1957-02-10,Ajax,EVV Eindhoven,37,doelpunt,Piet van der Kuil
205,1957-02-10,Ajax,EVV Eindhoven,39,doelpunt,Wim  Bleijenberg
205,1957-02-10,Ajax,EVV Eindhoven,77,doelpunt,Rinus  Michels
120,1957-03-31,Sparta,Elinkwijk,25,doelpunt,Lou  Benningshof
120,1957-03-31,Sparta,Elinkwijk,47,doelpunt,Tonny van Ede
120,1957-03-31,Sparta,Elinkwijk,85,penalty,Tinus  Bosselaar
294,1956-09-09,Feijenoord,BVV,10,doelpunt,Cor van der Gijp
294,1956-09-09,Feijenoord,BVV,22,doelpunt,Henk  Schouten
294,1956-09-09,Feijenoord,BVV,44,doelpunt,Coen  Moulijn
294,1956-09-09,Feijenoord,BVV,60,doelpunt,Mari van Bergen
294,1956-09-09,Feijenoord,BVV,62,doelpunt,Henk  Schouten
294,1956-09-09,Feijenoord,BVV,40,penalty,Henk  Schouten
298,1957-03-24,Elinkwijk,NAC,48,doelpunt,Bertus van Beek
298,1957-03-24,Elinkwijk,NAC,67,doelpunt,Wim de Jongh
298,1957-03-24,Elinkwijk,NAC,70,doelpunt,Leo  Canjels
67,1956-09-09,NAC,NOAD,21,doelpunt,Ab  Kentie
67,1956-09-09,NAC,NOAD,49,doelpunt,Leo  Canjels
67,1956-09-09,NAC,NOAD,71,doelpunt,Leo  Canjels
67,1956-09-09,NAC,NOAD,73,doelpunt,Herman  Damen
125,1956-12-30,Sparta,PSV,5,doelpunt,Ad  Verhoeven
125,1956-12-30,Sparta,PSV,7,doelpunt,Coen  Dillen
125,1956-12-30,Sparta,PSV,75,doelpunt,Jan van den Heuvel
125,1956-12-30,Sparta,PSV,85,doelpunt,Piet  Fransen
125,1956-12-30,Sparta,PSV,87,doelpunt,Tonny van Ede
125,1956-12-30,Sparta,PSV,88,doelpunt,Hans de Koning
125,1956-12-30,Sparta,PSV,89,doelpunt,Coen  Dillen
201,1956-09-23,Ajax,GVAV,2,doelpunt,Loek den Edel
201,1956-09-23,Ajax,GVAV,22,doelpunt,Johnny de Grooth
201,1956-09-23,Ajax,GVAV,45,doelpunt,Wim  Bleijenberg
201,1956-09-23,Ajax,GVAV,50,doelpunt,Piet van der Kuil
201,1956-09-23,Ajax,GVAV,54,doelpunt,Piet de Koe
201,1956-09-23,Ajax,GVAV,65,doelpunt,Piet van der Kuil
26,1956-10-21,Rapid JC,Ajax,32,doelpunt,Piet van der Kuil
26,1956-10-21,Rapid JC,Ajax,49,doelpunt,Noud van Melis
26,1956-10-21,Rapid JC,Ajax,65,doelpunt,Noud van Melis
26,1956-10-21,Rapid JC,Ajax,74,doelpunt,Johan  Adang
26,1956-10-21,Rapid JC,Ajax,77,doelpunt,Huub  Bisschops
26,1956-10-21,Rapid JC,Ajax,85,doelpunt,Klaas  Bakker
100,1957-01-06,Willem II,Rapid JC,5,doelpunt,Piet de Jong
100,1957-01-06,Willem II,Rapid JC,6,doelpunt,Hein  Stroucken
100,1957-01-06,Willem II,Rapid JC,60,doelpunt,Heinz  Schaffrath
274,1956-10-21,Elinkwijk,DOS,3,doelpunt,Tonny van der Linden
274,1956-10-21,Elinkwijk,DOS,4,doelpunt,Jan  Klein
274,1956-10-21,Elinkwijk,DOS,15,doelpunt,Andries  Nagtegaal
274,1956-10-21,Elinkwijk,DOS,46,doelpunt,Dirk  Lammers
274,1956-10-21,Elinkwijk,DOS,66,doelpunt,Gerrit  Krommert
274,1956-10-21,Elinkwijk,DOS,72,doelpunt,Dirk  Lammers
274,1956-10-21,Elinkwijk,DOS,87,doelpunt,Tonny van der Linden
77,1956-10-07,VVV,Elinkwijk,41,doelpunt,Jan  Klaassens
77,1956-10-07,VVV,Elinkwijk,59,doelpunt,Evert-Jan  Vonk
77,1956-10-07,VVV,Elinkwijk,85,doelpunt,Faas  Wilkes
14,1957-02-10,NOAD,GVAV,6,doelpunt,Jan  Meijer
14,1957-02-10,NOAD,GVAV,42,doelpunt,Tini van Osch
14,1957-02-10,NOAD,GVAV,66,doelpunt,Jan  Meijer
14,1957-02-10,NOAD,GVAV,67,doelpunt,Rikkert  La Crois
14,1957-02-10,NOAD,GVAV,72,doelpunt,Jan  Reitsma
246,1957-04-07,Feijenoord,Sparta,5,doelpunt,Wim van der Gijp
246,1957-04-07,Feijenoord,Sparta,10,doelpunt,Tonny van Ede
246,1957-04-07,Feijenoord,Sparta,55,doelpunt,Wim van der Gijp
188,1957-02-10,DOS,MVV,14,doelpunt,Cor  Luiten
188,1957-02-10,DOS,MVV,19,doelpunt,Frans  Rutten
188,1957-02-10,DOS,MVV,28,doelpunt,Frans  Rutten
