Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
23-08-1964,GVAV,SC Enschede,1,0,Gewonnen
23-08-1964,Feyenoord,DOS,4,2,Gewonnen
23-08-1964,Ajax,Go Ahead Eagles,4,1,Gewonnen
23-08-1964,Telstar,ADO Den Haag,2,1,Gewonnen
23-08-1964,Heracles Almelo,MVV Maastricht,3,2,Gewonnen
23-08-1964,Sittardia,AFC DWS,1,1,Gelijk
23-08-1964,PSV,Fortuna '54,1,2,Verloren
23-08-1964,NAC Breda,Sparta Rotterdam,1,2,Verloren
29-08-1964,Fortuna '54,Feyenoord,1,0,Gewonnen
30-08-1964,DOS,NAC Breda,1,1,Gelijk
30-08-1964,ADO Den Haag,Ajax,2,1,Gewonnen
30-08-1964,Sparta Rotterdam,Heracles Almelo,0,2,Verloren
30-08-1964,AFC DWS,Telstar,2,1,Gewonnen
30-08-1964,Go Ahead Eagles,GVAV,0,0,Gelijk
30-08-1964,SC Enschede,PSV,1,3,Verloren
30-08-1964,MVV Maastricht,Sittardia,2,3,Verloren
05-09-1964,Fortuna '54,DOS,2,4,Verloren
06-09-1964,Ajax,AFC DWS,0,3,Verloren
06-09-1964,GVAV,ADO Den Haag,0,0,Gelijk
06-09-1964,Feyenoord,SC Enschede,4,0,Gewonnen
06-09-1964,PSV,Go Ahead Eagles,3,4,Verloren
06-09-1964,Telstar,MVV Maastricht,1,1,Gelijk
06-09-1964,Heracles Almelo,NAC Breda,4,2,Gewonnen
06-09-1964,Sittardia,Sparta Rotterdam,1,2,Verloren
13-09-1964,AFC DWS,GVAV,3,1,Gewonnen
13-09-1964,Sparta Rotterdam,Telstar,1,1,Gelijk
13-09-1964,DOS,Heracles Almelo,1,4,Verloren
13-09-1964,ADO Den Haag,PSV,0,1,Verloren
13-09-1964,NAC Breda,Sittardia,2,2,Gelijk
13-09-1964,MVV Maastricht,Ajax,2,2,Gelijk
13-09-1964,SC Enschede,Fortuna '54,0,0,Gelijk
13-09-1964,Go Ahead Eagles,Feyenoord,0,1,Verloren
19-09-1964,Fortuna '54,Go Ahead Eagles,2,1,Gewonnen
20-09-1964,Ajax,Sparta Rotterdam,1,3,Verloren
20-09-1964,Feyenoord,ADO Den Haag,2,1,Gewonnen
20-09-1964,GVAV,MVV Maastricht,5,2,Gewonnen
20-09-1964,PSV,AFC DWS,0,0,Gelijk
20-09-1964,SC Enschede,DOS,2,2,Gelijk
20-09-1964,Sittardia,Heracles Almelo,1,4,Verloren
20-09-1964,Telstar,NAC Breda,1,1,Gelijk
27-09-1964,DOS,Sittardia,2,1,Gewonnen
27-09-1964,Sparta Rotterdam,GVAV,0,1,Verloren
27-09-1964,ADO Den Haag,Fortuna '54,1,2,Verloren
27-09-1964,AFC DWS,Feyenoord,2,1,Gewonnen
27-09-1964,MVV Maastricht,PSV,0,3,Verloren
27-09-1964,Heracles Almelo,Telstar,1,1,Gelijk
27-09-1964,NAC Breda,Ajax,1,2,Verloren
27-09-1964,Go Ahead Eagles,SC Enschede,0,0,Gelijk
11-10-1964,Feyenoord,MVV Maastricht,3,0,Gewonnen
11-10-1964,Ajax,Heracles Almelo,1,4,Verloren
11-10-1964,Fortuna '54,AFC DWS,1,2,Verloren
11-10-1964,Telstar,Sittardia,0,0,Gelijk
11-10-1964,PSV,Sparta Rotterdam,3,2,Gewonnen
11-10-1964,Go Ahead Eagles,DOS,3,3,Gelijk
11-10-1964,GVAV,NAC Breda,3,0,Gewonnen
11-10-1964,SC Enschede,ADO Den Haag,1,0,Gewonnen
18-10-1964,ADO Den Haag,Go Ahead Eagles,0,3,Verloren
18-10-1964,DOS,Telstar,3,1,Gewonnen
18-10-1964,Sparta Rotterdam,Feyenoord,0,3,Verloren
18-10-1964,AFC DWS,SC Enschede,3,1,Gewonnen
18-10-1964,MVV Maastricht,Fortuna '54,1,0,Gewonnen
18-10-1964,NAC Breda,PSV,1,0,Gewonnen
18-10-1964,Sittardia,Ajax,2,1,Gewonnen
18-10-1964,Heracles Almelo,GVAV,0,0,Gelijk
01-11-1964,Feyenoord,NAC Breda,5,1,Gewonnen
01-11-1964,Ajax,Telstar,0,2,Verloren
01-11-1964,ADO Den Haag,DOS,2,1,Gewonnen
01-11-1964,Go Ahead Eagles,AFC DWS,1,2,Verloren
01-11-1964,Fortuna '54,Sparta Rotterdam,3,1,Gewonnen
01-11-1964,GVAV,Sittardia,2,0,Gewonnen
01-11-1964,SC Enschede,MVV Maastricht,1,1,Gelijk
01-11-1964,PSV,Heracles Almelo,0,1,Verloren
08-11-1964,Sparta Rotterdam,SC Enschede,3,0,Gewonnen
08-11-1964,DOS,Ajax,2,2,Gelijk
08-11-1964,AFC DWS,ADO Den Haag,1,1,Gelijk
08-11-1964,MVV Maastricht,Go Ahead Eagles,1,0,Gewonnen
