Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
05-08-2011,Excelsior Rotterdam,Feyenoord,0,2,Verloren
06-08-2011,Roda JC Kerkrade,FC Groningen,2,1,Gewonnen
06-08-2011,sc Heerenveen,N.E.C.,2,2,Gelijk
06-08-2011,RKC Waalwijk,Heracles Almelo,2,2,Gelijk
06-08-2011,VVV-Venlo,FC Utrecht,0,0,Gelijk
07-08-2011,AZ,PSV,3,1,Gewonnen
07-08-2011,ADO Den Haag,Vitesse,0,0,Gelijk
07-08-2011,De Graafschap,Ajax,1,4,Verloren
07-08-2011,NAC Breda,FC Twente,0,1,Verloren
13-08-2011,FC Twente,AZ,2,0,Gewonnen
13-08-2011,PSV,RKC Waalwijk,1,0,Gewonnen
13-08-2011,Vitesse,VVV-Venlo,4,0,Gewonnen
13-08-2011,Feyenoord,Roda JC Kerkrade,3,0,Gewonnen
14-08-2011,Heracles Almelo,NAC Breda,2,1,Gewonnen
14-08-2011,FC Utrecht,De Graafschap,2,2,Gelijk
14-08-2011,Ajax,sc Heerenveen,5,1,Gewonnen
14-08-2011,FC Groningen,ADO Den Haag,4,2,Gewonnen
15-08-2011,N.E.C.,Excelsior Rotterdam,2,0,Gewonnen
19-08-2011,Roda JC Kerkrade,RKC Waalwijk,0,2,Verloren
20-08-2011,Vitesse,FC Utrecht,2,1,Gewonnen
20-08-2011,Excelsior Rotterdam,De Graafschap,1,1,Gelijk
20-08-2011,sc Heerenveen,FC Twente,1,5,Verloren
20-08-2011,NAC Breda,FC Groningen,2,2,Gelijk
21-08-2011,Heracles Almelo,Feyenoord,1,1,Gelijk
21-08-2011,AZ,N.E.C.,4,0,Gewonnen
21-08-2011,VVV-Venlo,Ajax,2,2,Gelijk
21-08-2011,ADO Den Haag,PSV,0,3,Verloren
26-08-2011,Ajax,Vitesse,4,1,Gewonnen
27-08-2011,RKC Waalwijk,NAC Breda,2,1,Gewonnen
27-08-2011,FC Twente,VVV-Venlo,4,1,Gewonnen
27-08-2011,N.E.C.,Heracles Almelo,2,1,Gewonnen
27-08-2011,FC Utrecht,Roda JC Kerkrade,3,1,Gewonnen
28-08-2011,De Graafschap,ADO Den Haag,0,3,Verloren
28-08-2011,Feyenoord,sc Heerenveen,2,2,Gelijk
28-08-2011,FC Groningen,AZ,0,3,Verloren
28-08-2011,PSV,Excelsior Rotterdam,6,1,Gewonnen
