Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
11-08-2023,FC Volendam,Vitesse,1,2,Verloren
12-08-2023,PSV,FC Utrecht,2,0,Gewonnen
12-08-2023,sc Heerenveen,RKC Waalwijk,3,1,Gewonnen
12-08-2023,Ajax,Heracles Almelo,4,1,Gewonnen
12-08-2023,PEC Zwolle,Sparta Rotterdam,1,2,Verloren
13-08-2023,N.E.C.,Excelsior Rotterdam,3,4,Verloren
13-08-2023,Feyenoord,Fortuna Sittard,0,0,Gelijk
13-08-2023,AZ,Go Ahead Eagles,5,1,Gewonnen
13-08-2023,Almere City FC,FC Twente,1,4,Verloren
18-08-2023,Heracles Almelo,N.E.C.,2,1,Gewonnen
19-08-2023,Excelsior Rotterdam,Ajax,2,2,Gelijk
19-08-2023,Vitesse,PSV,1,3,Verloren
19-08-2023,Fortuna Sittard,Almere City FC,2,1,Gewonnen
19-08-2023,Go Ahead Eagles,FC Volendam,4,1,Gewonnen
20-08-2023,FC Utrecht,sc Heerenveen,0,2,Verloren
20-08-2023,FC Twente,PEC Zwolle,3,1,Gewonnen
20-08-2023,Sparta Rotterdam,Feyenoord,2,2,Gelijk
20-08-2023,RKC Waalwijk,AZ,1,3,Verloren
26-08-2023,N.E.C.,RKC Waalwijk,3,0,Gewonnen
26-08-2023,Excelsior Rotterdam,Fortuna Sittard,2,2,Gelijk
27-08-2023,PEC Zwolle,FC Utrecht,1,0,Gewonnen
27-08-2023,Feyenoord,Almere City FC,6,1,Gewonnen
27-08-2023,sc Heerenveen,Sparta Rotterdam,1,3,Verloren
01-09-2023,Sparta Rotterdam,N.E.C.,1,1,Gelijk
02-09-2023,Almere City FC,PEC Zwolle,1,2,Verloren
02-09-2023,Go Ahead Eagles,sc Heerenveen,3,2,Gewonnen
02-09-2023,RKC Waalwijk,PSV,0,4,Verloren
02-09-2023,Heracles Almelo,Excelsior Rotterdam,3,1,Gewonnen
03-09-2023,FC Utrecht,Feyenoord,1,5,Verloren
03-09-2023,FC Volendam,FC Twente,0,2,Verloren
03-09-2023,Fortuna Sittard,Ajax,0,0,Gelijk
03-09-2023,Vitesse,AZ,0,2,Verloren
16-09-2023,Feyenoord,sc Heerenveen,6,1,Gewonnen
16-09-2023,Vitesse,RKC Waalwijk,0,2,Verloren
16-09-2023,Fortuna Sittard,FC Volendam,3,1,Gewonnen
16-09-2023,PSV,N.E.C.,4,0,Gewonnen
16-09-2023,Heracles Almelo,FC Utrecht,1,3,Verloren
17-09-2023,PEC Zwolle,Go Ahead Eagles,1,1,Gelijk
17-09-2023,Excelsior Rotterdam,Almere City FC,0,0,Gelijk
17-09-2023,FC Twente,Ajax,3,1,Gewonnen
17-09-2023,AZ,Sparta Rotterdam,2,0,Gewonnen
22-09-2023,Go Ahead Eagles,Fortuna Sittard,3,0,Gewonnen
23-09-2023,FC Volendam,Heracles Almelo,2,2,Gelijk
23-09-2023,N.E.C.,FC Utrecht,3,0,Gewonnen
23-09-2023,Almere City FC,PSV,0,4,Verloren
23-09-2023,sc Heerenveen,Excelsior Rotterdam,0,3,Verloren
24-09-2023,Sparta Rotterdam,Vitesse,1,0,Gewonnen
24-09-2023,PEC Zwolle,AZ,0,3,Verloren
24-09-2023,RKC Waalwijk,FC Twente,1,0,Gewonnen
27-09-2023,Ajax,Feyenoord,0,4,Verloren
27-09-2023,PSV,Go Ahead Eagles,3,0,Gewonnen
27-09-2023,FC Twente,Vitesse,1,0,Gewonnen
28-09-2023,AZ,Heracles Almelo,1,1,Gelijk
30-09-2023,Feyenoord,Go Ahead Eagles,3,1,Gewonnen
30-09-2023,PSV,FC Volendam,3,1,Gewonnen
30-09-2023,FC Utrecht,Almere City FC,0,2,Verloren
30-09-2023,FC Twente,sc Heerenveen,1,0,Gewonnen
01-10-2023,N.E.C.,Vitesse,1,3,Verloren
01-10-2023,Heracles Almelo,PEC Zwolle,2,1,Gewonnen
01-10-2023,Excelsior Rotterdam,Sparta Rotterdam,2,1,Gewonnen
01-10-2023,AZ,Fortuna Sittard,4,0,Gewonnen
06-10-2023,FC Volendam,FC Utrecht,1,0,Gewonnen
07-10-2023,sc Heerenveen,N.E.C.,1,1,Gelijk
07-10-2023,Almere City FC,RKC Waalwijk,1,0,Gewonnen
07-10-2023,Go Ahead Eagles,Heracles Almelo,4,0,Gewonnen
07-10-2023,Vitesse,Excelsior Rotterdam,0,0,Gelijk
08-10-2023,PEC Zwolle,Feyenoord,0,2,Verloren
08-10-2023,Ajax,AZ,1,2,Verloren
08-10-2023,Fortuna Sittard,FC Twente,0,3,Verloren
08-10-2023,Sparta Rotterdam,PSV,0,4,Verloren
21-10-2023,PSV,Fortuna Sittard,3,1,Gewonnen
21-10-2023,RKC Waalwijk,FC Volendam,2,1,Gewonnen
21-10-2023,N.E.C.,Almere City FC,1,1,Gelijk
21-10-2023,AZ,sc Heerenveen,3,0,Gewonnen
21-10-2023,Feyenoord,Vitesse,4,0,Gewonnen
22-10-2023,FC Utrecht,Ajax,4,3,Gewonnen
22-10-2023,Excelsior Rotterdam,PEC Zwolle,2,4,Verloren
22-10-2023,Heracles Almelo,FC Twente,2,2,Gelijk
22-10-2023,Go Ahead Eagles,Sparta Rotterdam,0,0,Gelijk
27-10-2023,Vitesse,PEC Zwolle,1,1,Gelijk
28-10-2023,sc Heerenveen,Heracles Almelo,3,0,Gewonnen
28-10-2023,Almere City FC,Go Ahead Eagles,0,0,Gelijk
28-10-2023,Sparta Rotterdam,RKC Waalwijk,2,0,Gewonnen
28-10-2023,Fortuna Sittard,FC Utrecht,0,0,Gelijk
29-10-2023,FC Twente,Feyenoord,2,1,Gewonnen
29-10-2023,FC Volendam,Excelsior Rotterdam,3,1,Gewonnen
29-10-2023,PSV,Ajax,5,2,Gewonnen
02-11-2023,Ajax,FC Volendam,2,0,Gewonnen
04-11-2023,Heracles Almelo,PSV,0,6,Verloren
04-11-2023,RKC Waalwijk,Feyenoord,1,2,Verloren
04-11-2023,Excelsior Rotterdam,AZ,1,1,Gelijk
04-11-2023,Go Ahead Eagles,Vitesse,5,1,Gewonnen
05-11-2023,FC Utrecht,FC Twente,1,1,Gelijk
05-11-2023,PEC Zwolle,Fortuna Sittard,2,0,Gewonnen
05-11-2023,N.E.C.,FC Volendam,3,3,Gelijk
05-11-2023,Sparta Rotterdam,Almere City FC,1,2,Verloren
05-11-2023,Ajax,sc Heerenveen,4,1,Gewonnen
10-11-2023,Fortuna Sittard,Heracles Almelo,4,1,Gewonnen
11-11-2023,RKC Waalwijk,Go Ahead Eagles,0,1,Verloren
11-11-2023,FC Twente,N.E.C.,3,3,Gelijk
11-11-2023,Vitesse,sc Heerenveen,1,3,Verloren
12-11-2023,PSV,PEC Zwolle,4,0,Gewonnen
12-11-2023,FC Volendam,Sparta Rotterdam,1,4,Verloren
12-11-2023,Almere City FC,Ajax,2,2,Gelijk
12-11-2023,Feyenoord,AZ,1,0,Gewonnen
12-11-2023,FC Utrecht,Excelsior Rotterdam,2,2,Gelijk
25-11-2023,Excelsior Rotterdam,Feyenoord,2,4,Verloren
25-11-2023,sc Heerenveen,Fortuna Sittard,3,0,Gewonnen
25-11-2023,FC Twente,PSV,0,3,Verloren
25-11-2023,PEC Zwolle,RKC Waalwijk,1,2,Verloren
25-11-2023,Ajax,Vitesse,5,0,Gewonnen
26-11-2023,Almere City FC,Heracles Almelo,0,5,Verloren
26-11-2023,AZ,FC Volendam,3,0,Gewonnen
26-11-2023,N.E.C.,Go Ahead Eagles,1,1,Gelijk
26-11-2023,Sparta Rotterdam,FC Utrecht,1,2,Verloren
01-12-2023,sc Heerenveen,Almere City FC,3,0,Gewonnen
02-12-2023,FC Volendam,PEC Zwolle,0,5,Verloren
02-12-2023,Fortuna Sittard,Vitesse,3,1,Gewonnen
02-12-2023,RKC Waalwijk,Excelsior Rotterdam,2,2,Gelijk
02-12-2023,Heracles Almelo,Sparta Rotterdam,0,1,Verloren
03-12-2023,Feyenoord,PSV,1,2,Verloren
03-12-2023,Go Ahead Eagles,FC Twente,1,3,Verloren
03-12-2023,N.E.C.,Ajax,1,2,Verloren
03-12-2023,FC Utrecht,AZ,1,1,Gelijk
06-12-2023,AZ,N.E.C.,1,2,Verloren
06-12-2023,RKC Waalwijk,Ajax,2,3,Verloren
07-12-2023,PSV,sc Heerenveen,2,0,Gewonnen
07-12-2023,Feyenoord,FC Volendam,3,1,Gewonnen
08-12-2023,FC Twente,Excelsior Rotterdam,4,2,Gewonnen
09-12-2023,Ajax,Sparta Rotterdam,2,1,Gewonnen
09-12-2023,PEC Zwolle,N.E.C.,1,3,Verloren
09-12-2023,AZ,Almere City FC,4,1,Gewonnen
10-12-2023,Go Ahead Eagles,FC Utrecht,0,2,Verloren
10-12-2023,Fortuna Sittard,RKC Waalwijk,1,0,Gewonnen
10-12-2023,Vitesse,Heracles Almelo,2,0,Gewonnen
15-12-2023,N.E.C.,Fortuna Sittard,4,1,Gewonnen
16-12-2023,FC Utrecht,RKC Waalwijk,1,1,Gelijk
16-12-2023,Excelsior Rotterdam,Go Ahead Eagles,1,1,Gelijk
16-12-2023,sc Heerenveen,FC Volendam,1,2,Verloren
17-12-2023,Almere City FC,Vitesse,5,0,Gewonnen
17-12-2023,Heracles Almelo,Feyenoord,0,4,Verloren
17-12-2023,Sparta Rotterdam,FC Twente,2,2,Gelijk
17-12-2023,Ajax,PEC Zwolle,2,2,Gelijk
17-12-2023,AZ,PSV,0,4,Verloren
12-01-2024,RKC Waalwijk,Heracles Almelo,1,2,Verloren
13-01-2024,Fortuna Sittard,Sparta Rotterdam,0,2,Verloren
13-01-2024,FC Twente,AZ,2,1,Gewonnen
13-01-2024,PEC Zwolle,sc Heerenveen,2,2,Gelijk
13-01-2024,PSV,Excelsior Rotterdam,3,1,Gewonnen
14-01-2024,FC Volendam,Almere City FC,0,1,Verloren
14-01-2024,Go Ahead Eagles,Ajax,2,3,Verloren
14-01-2024,Vitesse,FC Utrecht,0,0,Gelijk
14-01-2024,Feyenoord,N.E.C.,2,2,Gelijk
19-01-2024,Excelsior Rotterdam,sc Heerenveen,3,0,Gewonnen
20-01-2024,N.E.C.,FC Twente,1,0,Gewonnen
20-01-2024,Heracles Almelo,FC Volendam,1,1,Gelijk
20-01-2024,AZ,PEC Zwolle,2,2,Gelijk
21-01-2024,FC Utrecht,PSV,1,1,Gelijk
21-01-2024,Vitesse,Feyenoord,1,2,Verloren
21-01-2024,Sparta Rotterdam,Go Ahead Eagles,0,2,Verloren
21-01-2024,Ajax,RKC Waalwijk,4,1,Gewonnen
24-01-2024,Almere City FC,Fortuna Sittard,0,0,Gelijk
26-01-2024,PEC Zwolle,Vitesse,1,0,Gewonnen
27-01-2024,RKC Waalwijk,Sparta Rotterdam,1,1,Gelijk
27-01-2024,PSV,Almere City FC,2,0,Gewonnen
27-01-2024,Heracles Almelo,Ajax,2,4,Verloren
27-01-2024,Excelsior Rotterdam,FC Utrecht,1,1,Gelijk
28-01-2024,sc Heerenveen,AZ,2,2,Gelijk
28-01-2024,Go Ahead Eagles,N.E.C.,2,2,Gelijk
28-01-2024,Feyenoord,FC Twente,0,0,Gelijk
28-01-2024,FC Volendam,Fortuna Sittard,0,1,Verloren
02-02-2024,Almere City FC,Excelsior Rotterdam,2,1,Gewonnen
